#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.17418955   0.0068468349     0.14349321   0.0056130106     0.20754403   0.0087809092
           -3.8     0.31651442   0.0092528718     0.26075061    0.007552453     0.37902875    0.011529447
           -3.6     0.54281551     0.01199695     0.45183513   0.0098969907     0.64215975    0.014748101
           -3.4     0.92754014    0.015602197      0.7780678    0.013012983        1.08808    0.018934397
           -3.2      1.5096015    0.019952181      1.2736242    0.016733227       1.759223    0.024160864
             -3      2.5493812    0.025834327      2.1706482    0.021880865      2.9382699    0.030928114
           -2.8      4.0296675    0.032271683      3.4562165    0.027549386      4.6037235    0.038177481
           -2.6      6.3293527     0.04043229      5.4613741    0.034758903      7.1893206    0.047601715
           -2.4        9.66775    0.049661988      8.4016184    0.042994717      10.889123    0.057667952
           -2.2      14.605306     0.06075208      12.776528    0.053241783      16.324758    0.070561697
             -2      21.543055    0.073287865      18.963284    0.064475619      23.913504    0.083752688
           -1.8       31.41805    0.088052766      27.792252     0.07796373      34.683953    0.099870584
           -1.6      45.106123     0.10492401      40.081786    0.093247496      49.544573     0.11747747
           -1.4      63.223814     0.12354958      56.370998     0.11025624      69.191475     0.13772627
           -1.2      86.931422     0.14397271      77.705286     0.12885961       94.90866     0.15966827
             -1      115.99143     0.16515402      103.90507     0.14841794      126.33947     0.18342538
           -0.8      148.90206     0.18573413      133.54003     0.16710621      162.01592     0.20609108
           -0.6      182.86405     0.20421113      164.09466     0.18374029      198.86902     0.22588877
           -0.4       212.1358     0.21852734      190.39025     0.19654292      230.71818     0.24152151
           -0.2      228.91341     0.22616888      205.54398     0.20356881      248.80661     0.25018422
              0      228.33323     0.22589126       204.9636     0.20323711       248.2844     0.24952538
            0.2      211.72763     0.21834854      190.04305     0.19639412      230.25182     0.24114997
            0.4      183.22748     0.20443578      164.43424     0.18477125      199.23518      0.2304008
            0.6      149.20622     0.18591896      133.82191     0.16703699      162.32549     0.20553032
            0.8      116.11168     0.16524259      103.98604     0.14822283      126.51824      0.1827545
              1      87.090164     0.14409263      77.868272     0.12903283      95.035878     0.15990674
            1.2      63.188495     0.12349811       56.35385     0.11030284      69.136202     0.13769585
            1.4      44.862123     0.10468874      39.854712    0.093065788      49.292639     0.11744856
            1.6      31.617081    0.088286588      27.973614     0.07820011      34.895007     0.10003431
            1.8      21.733237    0.073630812      19.117595    0.064679602      24.151199     0.08369397
              2      14.745767    0.061008539      12.896154    0.053222809       16.48877    0.070337235
            2.2      9.7356326    0.049952606       8.465071    0.043271388      10.956968    0.058225704
            2.4      6.3788025    0.040514929      5.4979887    0.034754396      7.2596134    0.047426964
            2.6       4.051413    0.032360235      3.4728339    0.027594517      4.6355313     0.03829853
            2.8      2.5659686    0.025912615      2.1791211    0.021855385      2.9683558    0.031093214
              3      1.5477016    0.020081536      1.3096431    0.016978213      1.7960025    0.024509994
            3.2     0.94416099    0.015742478     0.79004468    0.013120437      1.1108904    0.019149226
            3.4     0.55603847    0.012141787     0.46138635    0.010007203     0.66080014     0.01495647
            3.6      0.3184386   0.0092499451     0.26268716   0.0075938407      0.3809665    0.011525976
            3.8     0.17100097   0.0067317594      0.1398121   0.0054799658     0.20675477   0.0084272396
              4     0.17100097   0.0067317594      0.1398121   0.0054799658     0.20675477   0.0084272396
