#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0392845    0.031591279       3.638526     0.02850112      4.3575985    0.034521631
           -3.8      5.7783331    0.037754896      5.2093837    0.034494685      6.2235992    0.043340233
           -3.6      8.3358102    0.045313201      7.5069526    0.040887009      8.9987687    0.049657081
           -3.4      11.788613    0.053843806      10.614926    0.048608124      12.732783     0.05899671
           -3.2      16.154287    0.063000293      14.549306    0.056851605      17.442727    0.069092475
             -3      21.859563    0.073174161       19.67793    0.066028098      23.631766    0.080422906
           -2.8      28.959986    0.084110203      26.052835    0.076021881      31.348669    0.093402177
           -2.6      37.204494     0.09516134      33.445794    0.085729973      40.332119     0.10462871
           -2.4      46.569188     0.10624996      41.834691    0.095658249      50.539732     0.11703208
           -2.2      56.464236     0.11674292      50.670247     0.10495541      61.376554     0.12873124
             -2      66.658105     0.12661251      59.794321     0.11379136      72.501581     0.13986213
           -1.8      76.305773     0.13516974      68.368782      0.1213127      83.134962     0.14949329
           -1.6      84.878592     0.14235635       75.98014     0.12774273      92.584893     0.15828554
           -1.4      92.269718     0.14822475      82.524549     0.13275707      100.76095     0.16459256
           -1.2      97.632013     0.15233887      87.264284     0.13633328      106.68297     0.16926951
             -1      101.24747     0.15507841      90.402034     0.13864378      110.78103     0.17260459
           -0.8      103.14597     0.15650685       92.02978     0.13984412      112.94952     0.17462073
           -0.6      103.50468     0.15682165      92.314084     0.14000386      113.37114     0.17491236
           -0.4      103.59142     0.15690088      92.341991     0.14003376      113.53792      0.1753194
           -0.2      103.49251     0.15683153      92.260802     0.13996743      113.41182     0.17515854
              0      103.62437     0.15694561       92.35057     0.13997122      113.61086     0.17510592
            0.2      103.48736     0.15683383      92.281328     0.13996691      113.36585     0.17512119
            0.4      103.63447     0.15690852      92.419974     0.14006119      113.53408     0.17516753
            0.6      102.97465      0.1563826      91.878937     0.13966384      112.75901      0.1742253
            0.8      101.43935     0.15518197      90.567921     0.13874773      111.00162     0.17277258
              1      97.714455     0.15238595      87.349203     0.13661081      106.75013     0.17008324
            1.2      92.235793      0.1481958      82.478609     0.13273681      100.75081     0.16460377
            1.4      84.887863     0.14234603      76.020796     0.12777329      92.535519     0.15811509
            1.6      76.201335     0.13509258      68.276157      0.1213944      83.019551     0.14990618
            1.8      66.623311      0.1265485      59.744622     0.11378649      72.491216     0.13994827
              2      56.459357     0.11677346      50.688189       0.105098      61.331051      0.1291432
            2.2      46.342855     0.10599222      41.629885     0.09538954      50.298935     0.11660967
            2.4      37.154589    0.095089485      33.405262     0.08574405      40.261118     0.10504571
            2.6         28.717    0.083763925      25.839996     0.07767732      31.068556     0.10238018
            2.8      21.729239    0.072963271      19.550148    0.065799117      23.510722    0.080134743
              3      16.207493    0.063066496       14.58991    0.056910741      17.514137    0.069166473
            3.2       11.70748    0.053675643      10.543553    0.048441037      12.642836     0.05896942
            3.4      8.3449102    0.045360036       7.515969    0.040939337      9.0051919     0.04993396
            3.6      5.7583067    0.037686424       5.184002    0.034047209      6.2165668    0.041700308
            3.8      4.0463724    0.031613634      3.6466971    0.028557167      4.3601692     0.03452423
              4      4.0463724    0.031613634      3.6466971    0.028557167      4.3601692     0.03452423
