#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.951552    0.058820774      12.557819    0.053423493      15.034919    0.067164774
            0.2      39.683089     0.09856587       35.64188    0.088506498      42.925385     0.10905322
            0.4      61.332356     0.12180259      55.082294     0.10970268      66.377857      0.1357123
            0.6      77.846127     0.13659784      69.848345     0.12268239      84.419343      0.1509776
            0.8      90.781911     0.14700526      81.407194     0.13210305      98.580136     0.16275142
              1      100.88823     0.15459668      90.449261     0.13888022       109.6383     0.17121557
            1.2      109.71119     0.16087177      98.330493      0.1457687      119.31122     0.18398898
            1.4      117.87457     0.16640789       105.5758     0.14932419      128.37491     0.18406737
            1.6      127.02021     0.17237404      113.73586     0.15470931      138.43178      0.1910611
            1.8      136.85159     0.17851833      122.54247     0.16014067      149.18551     0.19739003
              2      149.18902     0.18588985       133.5921     0.16678262      162.68213      0.2056093
            2.2      163.94006     0.19422637       146.8373     0.17433415      178.74858     0.21507478
            2.4      183.12155     0.20440794       164.0896     0.18353651      199.57615     0.22624116
            2.6      205.45088     0.21544341      184.19391     0.19353412      223.76137      0.2383585
            2.8      230.37952     0.22690048      206.64518     0.20399966       250.7163     0.25137328
              3      233.91979     0.22862837      209.79759     0.20539033      254.53093     0.25347199
            3.2      116.09181       0.165643      103.45911      0.1477729      127.32837      0.1851752
            3.4      66.656302     0.12715918      59.028575     0.11272561      73.684848     0.14394131
            3.6      42.182845     0.10191464       37.16974    0.089847065      46.923364     0.11594227
            3.8      27.899635    0.083365985      24.470972    0.073025563      31.221733    0.095165187
              4      18.926816    0.068865654      16.526522    0.060044385      21.303117    0.079003949
            4.2      12.987779    0.057238077      11.310033    0.049765065      14.664959    0.066083375
            4.4      8.9448737    0.047741763       7.763037     0.04133053      10.144842    0.055328701
            4.6      6.2110712    0.039823038      5.3765295    0.034377974      7.0673069     0.04630783
            4.8      4.3086168    0.033242098      3.7208148    0.028653092      4.9170012    0.038860462
              5      4.3086168    0.033242098      3.7208148    0.028653092      4.9170012    0.038860462
