#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.121417    0.032149291      3.6755571    0.028685403       4.525276    0.035968541
           -3.8      6.0319191    0.038904351      5.3892164    0.034772643      6.6049553    0.043449417
           -3.6      8.6025061     0.04627839      7.6746642     0.04133997       9.441878    0.051602031
           -3.4      12.118328    0.054843432      10.816529    0.049044545      13.289486    0.061244595
           -3.2      16.645345    0.064182075      14.871042    0.057452009      18.227802    0.071515809
             -3      22.698496    0.074781461      20.257174    0.066865231      24.895805    0.083336354
           -2.8        29.9486    0.085695377      26.726803     0.07662958       32.84313     0.09531496
           -2.6      38.413057    0.096889537      34.311781    0.086672865      42.072431     0.10776275
           -2.4      47.919793     0.10795711      42.788859    0.096556253      52.501544     0.12018801
           -2.2      58.010616     0.11846861      51.826939     0.10598522       63.49839     0.13163595
             -2      68.433759     0.12832442        61.1407     0.11480197      74.896099     0.14249942
           -1.8      77.594065     0.13635646      69.350279     0.12214094      84.853539     0.15168791
           -1.6      85.954488     0.14321696      76.860527     0.12843272        93.8936     0.15979253
           -1.4      92.562482     0.14842323      82.809913     0.13305861      101.00359      0.1650534
           -1.2      97.418674     0.15208298      87.189531     0.13637809      106.20648     0.16909028
             -1      99.980045     0.15399443      89.490673     0.13807617       108.9471     0.17103002
           -0.8      100.84254     0.15461156      90.294917     0.13863045       109.7935     0.17115649
           -0.6      101.14917     0.15485852      90.572724     0.13885267       110.0894     0.17148045
           -0.4       100.6768     0.15451625      90.195465     0.13862284      109.46544     0.17121736
           -0.2      100.27251     0.15420247      89.861812     0.13838186      108.97344     0.17064241
              0      100.06362     0.15405756      89.676085     0.13819938      108.74264       0.170433
            0.2      100.77592     0.15457113      90.281574     0.13866685      109.58606     0.17113304
            0.4      100.99452     0.15475172      90.476838     0.13892042      109.84954     0.17171257
            0.6      101.18509     0.15486186      90.614659     0.13899935      110.13903     0.17202521
            0.8      100.14688      0.1541052      89.646918     0.13809889      109.12275     0.17071006
              1      97.236316     0.15194637      87.031155     0.13634448      106.00163     0.16895203
            1.2      92.477801     0.14832963      82.720747     0.13296928      100.94333     0.16476974
            1.4       85.90726     0.14320816      76.828567      0.1296277      93.819401     0.16561241
            1.6      77.836156     0.13656076       69.57613     0.12224041      85.105987     0.15154113
            1.8      67.928903     0.12785556      60.693017     0.11441807      74.337497     0.14192027
              2      57.838275     0.11825615      51.661166     0.10584948      63.333472     0.13149812
            2.2      48.039781     0.10808296      42.908135    0.096750417      52.608028     0.12044723
            2.4      38.493211    0.097047662      34.362586    0.086817826      42.194377     0.10857818
            2.6      29.780324    0.085477902      26.572606    0.076375666       32.66629     0.09508457
            2.8      22.610891    0.074669617       20.18216    0.066758851      24.790749     0.08323046
              3      16.780631    0.064387643       14.97467    0.057599346      18.406042    0.071685418
            3.2      12.064869    0.054692066      10.777971    0.048930787      13.212551    0.061021767
            3.4      8.5843838    0.046250902      7.6607126    0.041323012       9.417431    0.051498102
            3.6      5.9513734    0.038539638      5.3124701    0.034450955      6.5266402    0.042960184
            3.8       4.178501     0.03239653      3.7327494    0.028991152      4.5746969    0.036153658
              4       4.178501     0.03239653      3.7327494    0.028991152      4.5746969    0.036153658
