#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       5.678596    0.037518409      4.9980205    0.033107008      6.4027344    0.042855655
            0.2      16.520313     0.06358473      14.604449    0.056395054      18.505627    0.071760439
            0.4       26.61939     0.08052509      23.580427    0.071545748      29.715383    0.090483186
            0.6      35.531526    0.092850163      31.514478    0.082579186      39.573672     0.10406495
            0.8       43.48087      0.1025422        38.6068    0.091295437      48.326594     0.11469265
              1      51.648682     0.11158021      45.906387    0.099443521      57.288529     0.12460225
            1.2      59.914401     0.11997335      53.286915     0.10698901      66.356929     0.13382817
            1.4      69.991046      0.1294032      62.306546     0.11548668      77.354215     0.14409722
            1.6      82.666641     0.14027192      73.665518     0.12533267      91.166299     0.15605834
            1.8      100.39103     0.15399626      89.579691     0.13773551      110.41944     0.17076959
              2      124.90164     0.17087187      111.63343     0.15309793      136.92833     0.18907038
            2.2        159.724     0.19172748      143.00968     0.17203729      174.49822     0.21144226
            2.4      210.25598     0.21746065      188.76074      0.1957819      228.56648     0.23958383
            2.6      279.77423     0.24683805      251.84958     0.22274878      302.56359     0.27112402
            2.8      368.17756     0.27726057      332.19583     0.25078376      396.31754     0.30443485
              3      406.79608       0.288979      367.25222     0.26158245      436.93172     0.31924663
            3.2      164.86489     0.19563372      146.58248     0.17499401      180.35742     0.22592808
            3.4      73.295352     0.13365265      64.081345     0.11649207      81.817831     0.15411602
            3.6      35.655466    0.094481808      30.698902    0.081004358      40.525166     0.11147632
            3.8      18.311305    0.068571608      15.540698    0.058066212      21.160444    0.083127224
              4      9.8333867    0.051148648      8.2346288    0.042505197        11.5361    0.062748361
            4.2      5.3932912    0.038887005      4.4496917    0.031664935      6.4413638    0.048426909
            4.4      3.0542453    0.030174033      2.4865212    0.024243125       3.705973     0.03808178
            4.6      1.7090068    0.023289451       1.376743    0.018512944      2.0976741     0.03041486
            4.8      0.9329776    0.017576925     0.73964869    0.013736971      1.1681491    0.022820059
              5      0.9329776    0.017576925     0.73964869    0.013736971      1.1681491    0.022820059
