#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00073811081  0.00055012781  0.00068111945  0.00048707372  0.00083192636  0.00059120068
           -3.8    0.021196262   0.0023856364    0.018404202   0.0020636883    0.023700791   0.0028514727
           -3.6     0.12864725   0.0057362777     0.10879686   0.0048410999     0.15031904   0.0069461068
           -3.4     0.52532721    0.011634525     0.44853988    0.009910521     0.60552648    0.013789357
           -3.2      1.4660927    0.019362794      1.2666383    0.016916209      1.6626064    0.023222206
             -3      3.5766565    0.030217898      3.1320688    0.027320772      3.9853497    0.038672162
           -2.8       7.103462    0.042408558      6.2492997    0.037228713      7.8840205    0.048512867
           -2.6       12.82647    0.056730875      11.350589    0.050190461      14.148507    0.064202572
           -2.4      20.800575    0.072004551      18.482986     0.06398463      22.843234    0.081115499
           -2.2      31.079831    0.087704845      27.716238    0.078236832      33.994637    0.098366915
             -2      43.874843     0.10361547      39.208833    0.092669458      47.895283     0.11544245
           -1.8       58.57902     0.11922597      52.417565     0.10686753      63.869592     0.13282548
           -1.6      74.652404     0.13396168      66.841821     0.12014669      81.353895     0.14889011
           -1.4      91.317006     0.14753729       81.81073     0.13249891      99.456522     0.16392556
           -1.2      107.47281     0.15937841      96.220364     0.14289725      117.19593     0.17645587
             -1      123.24423     0.17002643      110.33782     0.15243379      134.39941     0.18822025
           -0.8      137.29698     0.17885294      122.91347      0.1603952      149.72395     0.19801754
           -0.6      148.07089      0.1852733      132.51982     0.16608929      161.54531     0.20515891
           -0.4      156.23959      0.1899559      139.84324     0.17033083      170.41318     0.21049783
           -0.2      159.80654     0.19193813      143.00075     0.17209069      174.36733     0.21268843
              0       160.1391     0.19213448      143.29316     0.17231176      174.74275     0.21326693
            0.2      155.73023     0.18968849      139.37762     0.17004872      169.87851     0.21021184
            0.4      148.47399     0.18551072      132.88953     0.16650113      161.96547     0.20619918
            0.6      137.00924     0.17866978      122.64688      0.1602469      149.43059     0.19787048
            0.8      123.10436     0.16992926      110.23111     0.15243468      134.19907     0.18837325
              1      107.92314     0.15970391      96.645363     0.14334714      117.63792     0.17730006
            1.2      91.021801      0.1472785      81.509361     0.13215481      99.205621     0.16346203
            1.4      74.456402     0.13379364      66.671762     0.11998976      81.132251     0.14867224
            1.6      58.542823     0.11919921      52.370076     0.10674643      63.853701     0.13255427
            1.8      43.931708     0.10372526      39.249191    0.092768912      47.973896     0.11567374
              2      31.179043    0.087835577      27.800707    0.078385485      34.111755    0.098763528
            2.2      20.755739    0.071898389      18.449043    0.063942546      22.787316    0.080914836
            2.4      12.843929    0.056748628      11.363009    0.050159268      14.173759    0.064249966
            2.6      7.2177449    0.042680182       6.351474    0.037554941      8.0072966    0.048974282
            2.8      3.5763171    0.030181023      3.1453584    0.032167233      3.9529151    0.056749946
              3      1.5177859    0.019802116      1.3067951    0.016993817      1.7317322     0.02325173
            3.2     0.51593971     0.01150678     0.44178818   0.0098354064     0.59155371    0.013704695
            3.4     0.14164688   0.0060602624     0.12085845   0.0051658158     0.16307939   0.0072817404
            3.6     0.02100389   0.0023314893    0.017424625    0.002011319     0.02528209   0.0027867802
            3.8  0.00073811081  0.00055012781  0.00063195992  0.00045875199  0.00084694519   0.0006618356
              4  0.00073811081  0.00055012781  0.00063195992  0.00045875199  0.00084694519   0.0006618356
