#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7265517    0.030709882      3.2403927    0.026698185      4.2148474    0.035455745
           -3.8      4.9015184    0.035192991      4.2706836    0.030631162      5.5315113    0.040532312
           -3.6      6.4739004    0.040356661      5.6509613    0.035185668      7.2903054    0.046317367
           -3.4      8.3780296    0.045847763      7.3343836    0.040163679      9.3963404    0.052697225
           -3.2      10.936846    0.052342805      9.5885226    0.045856681      12.246965    0.059759332
             -3       13.97739    0.059036872      12.279552    0.051835529      15.609022     0.06720018
           -2.8      17.775447    0.066434732      15.652501    0.058477162      19.800108    0.075323561
           -2.6      22.569387    0.074697509      19.937925    0.066025558      25.032148    0.084422041
           -2.4      28.207916    0.083321973      24.978014    0.073956357      31.193072    0.094194389
           -2.2      35.385463    0.093105287      31.413792    0.082727239       38.99596     0.10457153
             -2      43.999341     0.10349045      39.140314    0.092178323      48.368496      0.1157758
           -1.8      54.124687       0.114494      48.262691     0.10224155      59.314428     0.12772542
           -1.6      66.071069     0.12609936      59.008059     0.11274175      72.256099     0.13999664
           -1.4      79.124779     0.13758076      70.792857     0.12333342       86.34203     0.15282026
           -1.2      93.854901     0.14933065      84.103893      0.1342836       102.1913     0.16597731
             -1      109.63061     0.16080649      98.333704     0.14450178      119.23156     0.17781546
           -0.8      124.79415     0.17098884      112.07631     0.15395418      135.46091     0.18898848
           -0.6      138.26978     0.17945211      124.21531      0.1615374      150.04448     0.19798956
           -0.4      149.19502     0.18598154      134.09794     0.16748251      161.77942     0.20517131
           -0.2       155.0163     0.18933787      139.40914      0.1707432      167.93358      0.2092485
              0      155.27037     0.18949301      139.60428     0.17074427      168.26814     0.20898928
            0.2      149.03214     0.18589977      133.97036      0.1674396      161.56464     0.20504606
            0.4      138.74765     0.17975799      124.71068     0.16303495      150.42569     0.20394433
            0.6      124.67544     0.17091377      111.92992      0.1536857      135.41828     0.18849741
            0.8      109.36509     0.16063159      98.099247     0.14428218      118.92056     0.17742709
              1      94.311696     0.14965652      84.498341     0.13435161      102.72505     0.16556991
            1.2      79.399955     0.13780647      71.054988     0.12349902      86.606005     0.15276727
            1.4      65.779418     0.12586348      58.761152     0.11264342      71.919344     0.14002376
            1.6      54.085032     0.11448122      48.200297     0.10215588      59.321016     0.12777302
            1.8      43.895544     0.10340727      39.061048    0.092158136      48.230435     0.11575485
              2      35.611223    0.093323315      31.605126    0.082945607      39.266109     0.10469974
            2.2      28.405126    0.083615591      25.153124    0.074077761      31.408705    0.094182961
            2.4      22.695518    0.074916673      20.049638    0.066196716      25.169722    0.084632721
            2.6      17.794866    0.066488138      15.678534    0.058575272      19.802138    0.075413912
            2.8      14.135749    0.059376707      12.419184    0.052122496       15.78854     0.06749087
              3      10.924004    0.052303819      9.5776376    0.045788629       12.23078    0.059689263
            3.2      8.4369908    0.045999556      7.3819021    0.040231614       9.472558    0.052669065
            3.4      6.5429308    0.040647131      5.7084029    0.035432696      7.3735264    0.046782937
            3.6      4.9278307    0.035278011      4.2874887    0.030645249      5.5725994    0.040657794
            3.8      3.7817434    0.030859232      3.2887321    0.026829561      4.2769632    0.035637446
              4      3.7817434    0.030859232      3.2887321    0.026829561      4.2769632    0.035637446
