#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      45.688735     0.10554457      40.060412     0.09271564      51.597682     0.12050105
            0.2      46.309772     0.10616035        40.6455    0.093408988      52.209824     0.12108542
            0.4      47.855765      0.1078604      42.054996    0.094996877      53.847475     0.12272655
            0.6      50.080258     0.11027476      44.085898    0.097297392       56.20689     0.12512082
            0.8      53.742451      0.1141596      47.371775     0.10080584      60.187801     0.12915577
              1      59.366405     0.11984648      52.438581     0.10604195      66.269421     0.13524408
            1.2      66.910899     0.12695942      59.199878     0.11254781      74.492396     0.14282283
            1.4      77.794514      0.1365244      68.959867      0.1212401      86.325439     0.15306178
            1.6      93.195704     0.14886969      82.756233      0.1324402      103.10674     0.16636429
            1.8      115.05623      0.1645764      102.41103     0.14675319       126.7624     0.18322459
              2      145.80614     0.18396219      130.02817      0.1643449      160.06574     0.20419945
            2.2      190.05906     0.20792897      169.94151     0.18636916      207.65765     0.23074047
            2.4      252.24448     0.23616555      226.05289     0.21199285      274.39516     0.26104026
            2.6      335.65686     0.26720027      301.66849     0.24053765      363.16618     0.29520286
            2.8      429.62519     0.29556399      387.08004     0.26685797      462.62137     0.32759524
              3      346.79377     0.27143775      313.01475     0.24600497      372.17242     0.30410935
            3.2      346.79377     0.27143775      313.01475     0.24600497      372.17242     0.30410935
