#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.096323    0.072149243       18.94864    0.065006009      22.843471    0.080827909
            0.2      59.154878     0.11969617      53.073272     0.10766733      64.177035     0.13328931
            0.4      87.279521     0.14437818      78.255116     0.12957723      94.809305     0.15985507
            0.6      105.65976     0.15808331       94.68512     0.14190438      114.89755     0.17514301
            0.8      116.31134     0.16541176      104.19041     0.14851576      126.60368     0.18335259
              1      122.26999     0.16932832      109.51081     0.15317335      133.12716     0.19304719
            1.2       126.8455     0.17229727      113.51564     0.15450938      138.30595     0.19093747
            1.4      130.67927     0.17469974      116.89908     0.15668239      142.60185     0.19410136
            1.6      135.85806     0.17793998      121.49603     0.15940693      148.34431     0.19718908
            1.8      143.51249     0.18258172      128.34965     0.16361412      156.72563      0.2024588
              2      153.69313     0.18854449      137.44437     0.16890904      167.90854      0.2089585
            2.2      167.50228     0.19623082      149.87567     0.17595679      182.88667     0.21774003
            2.4      185.62329     0.20577322      166.13428     0.18453109      202.63179     0.22814803
            2.6      207.92581     0.21672688      186.25196      0.1945171      226.71687     0.24021521
            2.8      231.67589     0.22759208       207.6695     0.20447833      252.35031     0.25273841
              3      226.90324     0.22568885      203.37271      0.2026014      247.06909     0.25061959
            3.2      77.738325     0.13716664      69.037113     0.12183336      85.468794     0.15448587
            3.4      30.458778     0.08735487      26.733094    0.076519281      33.926264     0.10026171
            3.6      13.823442    0.059714708      11.983573    0.051496988      15.616953    0.069772297
            3.8      6.4483598    0.041095453      5.5327242    0.035020746      7.3688399    0.048902995
              4      3.0318851    0.028284642      2.5695639    0.023816049      3.5132452    0.034000135
            4.2      1.4548635    0.019798707      1.2190956    0.016453427      1.7092547    0.024146216
            4.4     0.66585524     0.01340684     0.55391539    0.011073103     0.78809317    0.016674373
            4.6      0.3255309   0.0093044188     0.26807179   0.0076414317     0.38956078    0.011445768
            4.8     0.13874822   0.0061046495     0.11226109   0.0049071903     0.16994575   0.0077786524
              5     0.13874822   0.0061046495     0.11226109   0.0049071903     0.16994575   0.0077786524
