#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.8089851     0.04131927      5.7964809    0.035137626      7.9165767    0.048844522
           -3.8      8.5439485    0.046235338       7.311603    0.039531031      9.8684809    0.054371231
           -3.6      10.619659    0.051469812      9.1189514    0.044176795      12.214054    0.060219268
           -3.4       13.28076    0.057480048      11.452349    0.049552085      15.193767    0.066972697
           -3.2      16.311332    0.063608515      14.128015    0.055074748      18.554468    0.073598833
             -3      19.917564    0.070215782      17.332708    0.061060759      22.518062    0.080844764
           -2.8      24.398477     0.07758096      21.319519    0.067745545      27.440616    0.088825571
           -2.6      29.778106    0.085513157      26.096846      0.0749782      33.366625    0.097467664
           -2.4      36.005893    0.093910787      31.697419    0.082697382      40.100651       0.106504
           -2.2      43.492877     0.10298275      38.422874    0.090995093       48.22195     0.11630804
             -2      52.043721     0.11240306      46.167853    0.099961823      57.387158     0.12700407
           -1.8      60.976067     0.12134785      54.263089     0.10820311      66.967103     0.13631878
           -1.6      71.032882     0.13064707      63.453924     0.11684047      77.623578     0.14543256
           -1.4      81.571142     0.13961459      73.106803     0.12528743      88.761411      0.1545015
           -1.2      92.482102     0.14820337      83.152488     0.13364672      100.20688      0.1637942
             -1      102.33989     0.15552273      92.240585     0.14046038      110.55859     0.17060567
           -0.8       111.4392     0.16192502      100.69985     0.14675695      119.96937     0.17730406
           -0.6      119.29882     0.16718893      108.02482     0.15195813      128.08254     0.18282724
           -0.4      124.69275     0.17070325      113.03098     0.15518298      133.69296     0.18572039
           -0.2      127.35849     0.17239524      115.50726     0.15678675      136.47889     0.18709244
              0       127.3524     0.17242303      115.53238     0.15684991       136.4083     0.18732292
            0.2      124.60784     0.17065455      112.97194     0.15514342       133.5733     0.18558229
            0.4      119.26976      0.1671519      107.95262     0.15162554      128.14163      0.1818889
            0.6      111.97298     0.16229625      101.20367     0.14699734      120.50865     0.17740629
            0.8      102.61015     0.15570916      92.501412     0.14071773      110.81511     0.17099408
              1      92.296214     0.14808331       82.95395     0.13331412      100.07391     0.16315172
            1.2      81.587158     0.13960659      73.122377     0.12541663      88.773968     0.15504158
            1.4      71.370627     0.13094405      63.765527     0.11713334      77.973355     0.14582792
            1.6       61.05781     0.12144004      54.354172     0.10969047      67.015638     0.14286853
            1.8      51.922005     0.11226028      46.042598    0.099654445      57.286344     0.12641525
              2      43.486181     0.10299364      38.422314    0.091008229       48.20091     0.11635689
            2.2      36.102897    0.094014892      31.766544    0.082703244      40.240722     0.10656115
            2.4      29.797873    0.085588729      26.132729       0.075033      33.349834     0.09753184
            2.6       24.54255    0.077793369      21.437566    0.067963287      27.608967    0.089231948
            2.8      19.935814    0.070235222      17.336767    0.061067366      22.557863    0.080927111
              3      16.419481    0.063829749      14.233195    0.055389122      18.650326    0.074193927
            3.2      13.233502    0.057375836      11.417331    0.049467026       15.12724    0.066743319
            3.4      10.639283    0.051484392      9.1378467    0.044191155      12.233759    0.060151412
            3.6      8.5830743     0.04635356      7.3440219    0.039657757      9.9127338    0.054762395
            3.8      6.8711509    0.041579755      5.8476667    0.035330673      7.9922135     0.04926467
              4      6.8711509    0.041579755      5.8476667    0.035330673      7.9922135     0.04926467
