# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.5056088    0.045736473      7.5370991    0.040607408      9.4200916    0.051211858
            0.2      24.133531    0.076794859      21.369239    0.068164447      26.755703    0.086475968
            0.4      36.352542    0.094018275       32.16621    0.083403145      40.323492     0.10558438
            0.6      45.186451      0.1046344      39.961598    0.092877563      50.134889     0.11801306
            0.8      50.612596     0.11062957      44.752543    0.099663962      56.124981     0.13218827
              1      54.482708     0.11472996      48.121334     0.10149754      60.497792     0.12900838
            1.2      57.878175     0.11816889      51.102319     0.10447089      64.275152     0.13280923
            1.4      62.117181     0.12235269      54.857533     0.10820894      68.948547     0.13772809
            1.6      68.467187     0.12831178      60.489342     0.11349606      75.939553      0.1442892
            1.8       77.82233     0.13650771      68.812212     0.12098791      86.195902     0.15399605
              2      92.437041     0.14835208      81.825643     0.13149667       102.2235     0.16666185
            2.2      116.46593     0.16560576      103.19906     0.14697138      128.62279     0.18573111
            2.4      155.72682      0.1897977      138.27546     0.16893864      171.49303     0.21286651
            2.6      228.35578     0.22616548      203.27808     0.20165814      250.64842     0.25254939
            2.8      383.59496     0.28237938      342.91883     0.25288591      418.81364     0.31433629
              3       687.0882     0.34815888      621.81778     0.31586248      738.79449     0.38432547
            3.2      162.81027     0.19428975      147.43495     0.17609708      174.53945     0.21340968
            3.4      33.251567    0.090587651       30.01645    0.081816738      35.683033     0.10005303
            3.6      8.1176225     0.04509157      7.3134766    0.040614074      8.7091509    0.049865683
            3.8      2.0225552    0.022584576      1.8293522    0.020429578      2.1509423     0.02504635
              4     0.55690803    0.011869025      0.5070177    0.010799082     0.58426262    0.013238393
            4.2     0.14342973   0.0060166431     0.13218054   0.0055535855     0.14833352   0.0062384775
            4.4    0.040597008   0.0031983698    0.037159798   0.0029280641    0.042144367   0.0033371654
            4.6    0.010826539    0.001632077   0.0099862603   0.0015215291    0.011220562   0.0016959482
            4.8   0.0034454305  0.00092078442   0.0032321169  0.00099270273   0.0035562082  0.00095691502
              5   0.0034454305  0.00092078442   0.0032321169  0.00099270273   0.0035562082  0.00095691502
