#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.90857      0.1661809       104.5818     0.14878645      127.30175     0.18477579
            0.2      115.36932     0.16506606      103.18345     0.14770531      125.68812     0.18328717
            0.4      114.33825     0.16430759      102.25868     0.14714252      124.60415     0.18274073
            0.6       113.2597     0.16352236      101.26033     0.14650692      123.51716     0.18229005
            0.8      113.10106     0.16335092      101.06701     0.14614699      123.49228     0.18128568
              1      114.24298     0.16406932      102.07657     0.14688477      124.78272      0.1824648
            1.2      117.55541     0.16630113      105.02428     0.14880812      128.47813     0.18457877
            1.4      122.57658     0.16964248      109.51257     0.15175604      133.99974     0.18816415
            1.6      130.20445     0.17451011      116.35963     0.15625431      142.31404     0.19391909
            1.8      140.43132     0.18085391      125.51709     0.16213547      153.49602     0.20153636
              2      153.91688     0.18877014      137.57928     0.16903363      168.27275     0.20947335
            2.2      171.30198     0.19841882      153.22178     0.17785261      187.12542     0.22035392
            2.4      192.56921     0.20941116      172.35111     0.18866942      210.18657     0.23679283
            2.6      217.17178     0.22120903       194.4614      0.1984952      236.88449     0.24577657
            2.8       241.6863     0.23211933      216.55187     0.20835419      263.32561     0.25797546
              3      181.55244      0.2041065      162.76319     0.18341262      197.61564     0.22733229
            3.2      181.55244      0.2041065      162.76319     0.18341262      197.61564     0.22733229
