# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.9157495    0.039505241      5.9588591    0.035062028      7.8483949    0.046725337
            0.2      19.863313    0.067016089      17.160982    0.060553273      22.482062    0.078287307
            0.4      30.232106    0.082867146      26.157674    0.074494422      34.212602      0.0965718
            0.6      37.920272    0.095995689      32.889145     0.09253457      42.824992     0.10857094
            0.8      42.943745    0.098756838      37.363754      0.0886325      48.408708     0.11547771
              1      46.836492      0.1082834      40.901355    0.095774386      52.632845     0.13284085
            1.2      50.468867     0.10776472      44.327123    0.097766462      56.410909     0.12589987
            1.4      54.975351     0.11310558      48.563066     0.10373304      61.124862     0.13291455
            1.6      61.727949     0.12364643      55.038779      0.1173365      67.951822     0.14195059
            1.8      71.708313     0.13490965      64.502386     0.12818503      78.161435      0.1526037
              2      87.466564     0.14941047      79.633575     0.14556035      94.122193     0.17013436
            2.2      112.92886     0.17078046      104.02585     0.17297643        119.996     0.19453809
            2.4      154.91966     0.20747914      144.52192     0.20250897      162.31217     0.22729257
            2.6      232.15612     0.26254553      219.11046     0.25924263      240.77943       0.292114
            2.8      399.80432     0.34307347      382.41921     0.38109514      410.52002     0.38692206
              3      737.57813     0.51189698      715.49384     0.55562981      765.83845     0.64760428
            3.2      174.19854     0.28035236      168.41625     0.28654402      183.42364     0.34247537
            3.4      34.998256     0.11813399      33.742824     0.17331336      37.055942     0.14461932
            3.6      8.3754577    0.059788408      8.0194132    0.076514772      8.9263466     0.07558521
            3.8       2.099128    0.027358182       1.991736    0.026015614      2.2437656    0.034948195
              4     0.56158471    0.018857382     0.53839855    0.024653147     0.59205879    0.019322357
            4.2     0.14681968    0.011117338     0.13799003    0.011770351     0.15345526    0.010646643
            4.4    0.043721518   0.0066260454    0.040514927   0.0080154476    0.049100592   0.0057553137
            4.6   0.0066260903   0.0018259665   0.0058106831   0.0024392222   0.0070156106   0.0020714001
            4.8   0.0013457126  0.00078524178  0.00073987353   0.0012712949   0.0015038191  0.00064665233
              5   0.0013457126  0.00078524178  0.00073987353   0.0012712949   0.0015038191  0.00064665233
