#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.4363017     0.11663654      5.4920083     0.07958885      7.5962903     0.16633441
            0.2      15.936765    0.070731899      14.263749     0.06546174      17.801961    0.086789711
            0.4      25.211145    0.089927664      22.760734    0.083844378      27.711157     0.10662342
            0.6      33.367177     0.10033147      30.264633    0.097712497      36.593106     0.12022131
            0.8      41.378538     0.10988711      37.635128     0.10540549      45.228038     0.13244005
              1      49.233993     0.12354302      45.006489     0.13821483      53.559692     0.14428586
            1.2      57.201083     0.13053873      52.382681       0.126265      62.059918     0.15522338
            1.4      67.769591     0.14247296      62.242119      0.1497029      73.263039     0.16963292
            1.6      80.774002     0.17347912      74.529641     0.17816712      86.893813     0.18657287
            1.8      98.377231     0.17210435      91.311597      0.1705809      105.35355     0.20475956
              2      124.33773     0.20000895      115.87529     0.20858976      132.53927     0.23198891
            2.2      160.27701     0.21851879      150.37041     0.21363292      169.42365     0.26703096
            2.4      212.81995      0.2592949      201.06443     0.29372924      223.02461      0.3059122
            2.6      286.21718     0.29459992       272.3146     0.30825512      297.85084     0.35898019
            2.8      377.15272     0.34554601      360.98835     0.38650124      390.15437      0.4172864
              3      418.39724     0.35598218      401.15444     0.36065553      432.14293     0.44255624
            3.2      167.00453     0.23593085      158.43967      0.2743818      174.09557      0.2880597
            3.4      73.157607     0.15701723      68.237813     0.16023951      77.941576     0.18891758
            3.6      35.164621     0.10696703       32.33927     0.10684508      38.216811      0.1417547
            3.8      17.873463    0.075561522      16.117792    0.070860513      19.856263    0.089910749
              4      9.4213892    0.062298866      8.3883144    0.060872355      10.680694    0.069439646
            4.2      5.1695905    0.048256697      4.5155409     0.04832685      5.9552631    0.050941875
            4.4      2.8677593    0.039481319      2.4835183    0.038742511      3.3403634    0.040757924
            4.6      1.5074999    0.022632688      1.2723536    0.020605238      1.8109933    0.026195005
            4.8     0.84298329    0.022614261     0.70518288    0.022468767       1.018911    0.023654394
              5     0.84298329    0.022614261     0.70518288    0.022468767       1.018911    0.023654394
