#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.289155    0.076303668      18.920292    0.072310767      21.540601     0.09423739
            0.2       56.94163     0.12940255      53.090838     0.12031342      60.434078      0.1598224
            0.4      84.576614     0.15968021      78.987612     0.16073027       89.57718     0.19752946
            0.6      102.56025     0.17723527       95.83577     0.18389209      108.57223     0.21452664
            0.8      113.52033     0.18621053      106.21162     0.19984768      120.00582     0.22393227
              1      119.83686     0.19111583      112.27382     0.18756528      126.65039     0.23773457
            1.2       123.9108      0.1951297      116.18714     0.19542074      131.02239      0.2348286
            1.4      128.82341     0.19743247      120.91322     0.19798851      136.05084     0.23877399
            1.6      134.52657     0.19958257      126.28052     0.19586098      142.23346     0.25020952
            1.8       142.9808     0.21078338      134.55722     0.21142094      150.71081     0.25582571
              2      154.46213     0.21806031      145.38234     0.21263078      162.67118     0.26278865
            2.2      169.32854      0.2293102      159.92664     0.24132933      177.98934     0.28256416
            2.4      189.95641     0.24553543      179.54444     0.28544909      199.37959     0.29634648
            2.6       214.2489     0.28418235      202.92462     0.28191514      224.45333     0.32826593
            2.8      240.87007      0.2859017      228.67206     0.34573536      252.15429     0.33732971
              3      235.91376     0.28281241      223.95188     0.28432621      246.95641     0.34829817
            3.2      79.463782     0.16957054      74.886854     0.17857012      83.723557     0.20499314
            3.4      30.961966     0.14213629      28.961555     0.17197169      33.051948     0.15425884
            3.6      13.889077    0.079040117      12.781614    0.070216437      15.021743    0.089805042
            3.8      6.2553433    0.045596802      5.7055815    0.042439763      6.8907716    0.053856933
              4      3.0048976    0.034231102      2.7021504    0.033392298      3.3509342    0.039225794
            4.2      1.3878339    0.020701249      1.2421638    0.021096568      1.5607023    0.025107813
            4.4     0.63056774    0.013108352     0.55303847    0.011419799     0.72555884    0.016817754
            4.6     0.29228676   0.0097297903     0.25880103    0.009023834     0.33354784    0.011284134
            4.8     0.14311439   0.0089955915     0.12432483   0.0093457932     0.16773213     0.00912905
              5     0.14311439   0.0089955915     0.12432483   0.0093457932     0.16773213     0.00912905
