#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.8303466    0.037954397      4.1448386    0.032455279      5.5866028    0.045146176
           -3.8      6.4031163    0.043699572      5.5069888    0.037455396      7.3853472    0.051935978
           -3.6       8.265988    0.049675268      7.1323553    0.042695904      9.4954087    0.058919208
           -3.4      10.700798    0.056585727      9.2512511    0.048692547      12.258106    0.067214864
           -3.2      13.831874    0.064304294      11.992126    0.055486825      15.791812    0.075812134
             -3      17.647852    0.072729581      15.327173    0.062747986      20.109802    0.085310445
           -2.8      22.362749     0.08181124      19.494818     0.07100439      25.353408    0.096228659
           -2.6      28.314935    0.092118901      24.758163    0.079968898      31.974717     0.10759524
           -2.4        35.4546     0.10308375      31.075342    0.089768655      39.919612     0.12041219
           -2.2      44.060501     0.11491183      38.737687     0.10028812      49.409351     0.13334086
             -2      53.997666     0.12738373      47.607864     0.11163632      60.324807     0.14843554
           -1.8      66.313503     0.14118597      58.636136     0.12374263       73.79296     0.16360207
           -1.6      80.050719     0.15526934      70.967847     0.13648282        88.7697     0.17981424
           -1.4       95.34995     0.16953926      84.778375     0.15315557      105.30646     0.20490546
           -1.2      111.80347     0.18427505      99.601314     0.16195211       123.1456     0.21225613
             -1      129.04471     0.19746576      115.22674     0.17384736      141.66773     0.22684802
           -0.8      145.11609     0.20987936      129.91459     0.18536452      158.69862     0.24210399
           -0.6      159.78629     0.22074895        143.343     0.19506448      174.18914      0.2548677
           -0.4       169.1829     0.22807118      152.09315     0.20107008       183.8339     0.26164524
           -0.2      174.52715     0.23245342      157.19824     0.20550546      189.06489     0.26822707
              0      171.29783     0.23202206      154.50686     0.20451128      185.16624     0.26650527
            0.2      162.11423     0.22721612       146.4515     0.20195996      174.80539     0.26629506
            0.4      148.41425     0.21911154      134.21981     0.19290451      159.76006     0.25156368
            0.6       131.6539     0.20859027      119.15285     0.18326937      141.52905     0.23980467
            0.8      113.80421     0.19524031      103.11097     0.17167386      122.10833      0.2250948
              1      96.275514     0.18162095      87.298441     0.15932708      103.13896     0.20969871
            1.2      79.879945     0.16639041      72.464016     0.14697372      85.479328     0.19575632
            1.4        65.7763      0.1521011      59.643283      0.1331206      70.411917     0.17638591
            1.6      53.209338     0.13801935      48.228447     0.12040578      56.954382     0.16001978
            1.8      42.779868     0.12434273      38.739571     0.10845228      45.830998     0.14536336
              2      34.254423     0.11166164      30.953905    0.096970202      36.795551      0.1300137
            2.2      27.115462     0.10000238      24.486866    0.086643009      29.138563     0.11697242
            2.4      21.445322    0.089163087      19.314164    0.077076058      23.125144     0.10461164
            2.6      16.786408    0.079233753       15.09171    0.068280991      18.140793     0.09304634
            2.8      13.060993    0.070127247       11.71867    0.060295205       14.14877    0.082723371
              3      10.107938    0.061931407      9.0514678     0.05310346      10.976165     0.07313438
            3.2       7.860508     0.05464506      7.0187595    0.046743007      8.5684517    0.064768715
            3.4      6.0044255     0.04798407      5.3495551    0.041010232       6.563604    0.057241039
            3.6      4.4833948     0.04177425      3.9943265    0.035642701      4.8979385     0.05029614
            3.8      3.5201368    0.036723399      3.1258004    0.031290532      3.8615112    0.044293084
              4      3.5201368    0.036723399      3.1258004    0.031290532      3.8615112    0.044293084
