#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23.290004    0.086892876       20.94668    0.076974177      25.230857      0.1005963
            0.2      65.141945     0.14419715      58.537246     0.12703738      70.677171     0.16541373
            0.4       96.11197     0.17420333      86.343548     0.15353719      104.35106     0.20023339
            0.6      115.96955     0.19054395      104.11163     0.16795176      126.07326     0.21946791
            0.8      127.95544      0.2002791      114.81586     0.17615597      139.24161     0.23022238
              1      134.64739     0.20499324       120.7903     0.18034401      146.60328     0.23559157
            1.2      139.45879     0.20865312      125.07203     0.18346993      151.92933     0.24016017
            1.4      143.64819     0.21192253       128.8259     0.18701185      156.53231     0.24631208
            1.6      149.51223     0.21610316      134.03676      0.1902204      163.02811     0.25010575
            1.8      157.94206     0.22217373      141.62451     0.19540114      172.21327     0.25704913
              2      169.53826     0.23022728      152.00414     0.20208459      184.91809     0.26578603
            2.2      185.31638     0.24032408      166.24512     0.21086539      202.01827     0.27712781
            2.4      206.29986     0.25319235      185.17322     0.22234277      224.74522     0.29266234
            2.6       230.5873     0.26728738       207.1208      0.2344281      250.93608     0.30856082
            2.8      259.17443     0.28316691      232.96751     0.24845928       281.7551     0.32830245
              3      254.54322     0.28154935      228.81087      0.2483384      276.56187     0.33185303
            3.2      87.458267     0.17127493      77.958066     0.15263674      95.848596     0.21068867
            3.4      34.684127     0.10986469      30.527927    0.093851093      38.563809     0.13127541
            3.6      15.664409    0.074922663      13.650186    0.063227386      17.603933     0.09102828
            3.8      7.4233641    0.052086082      6.3791634    0.043352768      8.4875626    0.064265479
              4      3.5516807    0.036165175      3.0245615    0.029883255      4.0983548    0.045164481
            4.2      1.7116212     0.02525444      1.4471041    0.020686279      1.9892655    0.032200751
            4.4     0.83831175    0.017926475     0.69597524    0.014382802     0.99716558    0.022898084
            4.6     0.39138146    0.012341071     0.32392306   0.0099361441     0.46633242    0.015879564
            4.8     0.19006931   0.0086223989     0.15506218   0.0068173941     0.23053592    0.011191511
              5     0.19006931   0.0086223989     0.15506218   0.0068173941     0.23053592    0.011191511
