# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      4.4310115    0.036662946       3.927394    0.032218421      4.9189391    0.041769814
            0.2      12.904684    0.062402939      11.426013    0.054803976      14.341421    0.071122348
            0.4       20.31971    0.078366915      17.997942    0.068898149       22.56617    0.089623599
            0.6       27.00209    0.090218975      23.893939     0.07917177      30.019881     0.10289562
            0.8      33.059028    0.099682063      29.263485    0.087574697      36.721033     0.11422712
              1      38.626405     0.10770021      34.163007    0.094433849      42.943744     0.12297795
            1.2      44.179238     0.11508049      39.072166     0.10090755      49.106516     0.13152184
            1.4      50.228526     0.12276578      44.450437     0.10773133      55.765681     0.14058121
            1.6      57.728201     0.13152353       51.08496     0.11552316      64.079682     0.15107776
            1.8      67.363697     0.14187395      59.626198     0.12443916      74.739781     0.16227031
              2      80.529492     0.15508229      71.337889      0.1360783      89.228145     0.17752817
            2.2      100.55518     0.17297515      89.144272     0.15179082      111.28065     0.19793642
            2.4      132.85113      0.1983538      117.95143     0.17431034      146.69607     0.22763345
            2.6      190.68252     0.23699967      169.66626     0.20908688      209.91713      0.2749859
            2.8      314.92124      0.3015366      281.34868     0.26503861       344.8064     0.34740084
              3      583.66904     0.40959192      528.36048     0.36148941       628.2639     0.48413964
            3.2      328.35475     0.32364661      297.84163     0.28395422      352.38813      0.3778852
            3.4      182.74608     0.24659106      165.28448     0.21590829      196.73483      0.2875644
            3.6      111.29521     0.19421545      100.34292     0.17034253      120.23569     0.22864398
            3.8      70.875408      0.1557726      63.686281     0.13560664      76.874282     0.18203159
              4      46.606409     0.12668914      41.794893     0.11015486      50.654809     0.14847017
            4.2      31.775178     0.10460542      28.426058      0.0909081      34.642673     0.12297144
            4.4      22.113764    0.087173523      19.719643    0.075667227      24.213477     0.10288415
            4.6      15.748438     0.07343041      14.020293    0.063642878      17.274254    0.086410377
            4.8      11.320974    0.062391937      10.082201    0.054137643      12.405954    0.073981895
              5      11.320974    0.062391937      10.082201    0.054137643      12.405954    0.073981895
