#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.20300347   0.0011360335     0.18039869  0.00099428266     0.22586295   0.0013093584
             10     0.59225864   0.0019431693     0.52710318   0.0017006938     0.65753887   0.0022440761
             20     0.97010003   0.0024794181     0.86269422   0.0021688544      1.0780242   0.0028625034
             30      1.3161896   0.0028857543      1.1715936   0.0025261466      1.4602008   0.0033360894
             40      1.6182149   0.0031870845      1.4397709    0.002788391      1.7960747    0.003678206
             50      1.8853878   0.0034399963      1.6782331   0.0030093568      2.0901756   0.0039709066
             60      2.0956701    0.003624209      1.8663964    0.003170854       2.320572   0.0041816604
             70      2.2600324   0.0037622922      2.0147617   0.0032986442      2.4976594   0.0043560226
             80      2.3628045   0.0038445619      2.1084889   0.0034415458      2.6062223   0.0045977345
             90      2.4313201   0.0039009486       2.168881   0.0034160137      2.6813487   0.0044934926
            100      2.4439956   0.0039374236       2.182406   0.0034437842      2.6897468     0.00454063
            110       2.426117   0.0039023067      2.1665692   0.0034186414      2.6680664   0.0044918507
            120      2.3746139   0.0038680596       2.123001   0.0033932468      2.6055841   0.0044578661
            130      2.2901014   0.0038045554      2.0487322   0.0033348855      2.5090043   0.0043721245
            140      2.1913534   0.0037335417      1.9618056   0.0032732366      2.3966019   0.0042929064
            150      2.0877935   0.0036382638      1.8698757   0.0031943465      2.2805665   0.0041804672
            160      1.9568463   0.0035316933      1.7544219   0.0031440359       2.132779    0.004197189
            170      1.8338432   0.0034246476      1.6450409   0.0030149433      1.9959434   0.0039468308
            180      1.7040792   0.0033076629      1.5291157   0.0029047667      1.8525306   0.0037941675
            190       1.571067   0.0031832411       1.410451   0.0027948499      1.7058695   0.0036486682
            200       1.444926   0.0030602386      1.2987895   0.0026894204       1.565015   0.0035181885
            210      1.3290599   0.0029383724      1.1957885   0.0025853467      1.4365561   0.0033766641
            220      1.2118221   0.0028148992      1.0906203    0.002474677      1.3085214   0.0032312583
            230      1.1071985   0.0026944116     0.99707494   0.0023692519      1.1937463   0.0030900882
