# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3689433    0.036342449      2.9899161    0.030856085       3.700104    0.043552931
           -3.8      4.5062136    0.041856993      4.0040784     0.03559753      4.9426758    0.049919838
           -3.6      5.8904109    0.047802222      5.2584078    0.040857833      6.4182018    0.056889134
           -3.4      7.7872804    0.054698227      6.9659672    0.046812127      8.4637152    0.065018311
           -3.2      10.148383    0.062210236      9.0934493    0.053456539      11.007812    0.073916999
             -3      13.085221    0.070291845      11.747204    0.060522567         14.163    0.083143284
           -2.8      16.836676     0.07966257      15.147997     0.06866492      18.172699    0.093733379
           -2.6      21.217646    0.089287937       19.14513    0.077139342       22.81276     0.10485298
           -2.4      27.075306     0.10026636      24.465839    0.087156755      29.064439     0.11833864
           -2.2      34.026037     0.11180283       30.77086    0.097050595      36.505712     0.13036918
             -2      42.741001     0.12449205      38.722854     0.10846108      45.763689     0.14475926
           -1.8      52.964331     0.13764841      47.981127     0.12001231      56.737554     0.15957319
           -1.6      65.681379     0.15195853       59.59385     0.13539958      70.234529     0.18315809
           -1.4      79.983296     0.16654739      72.535815     0.14603194      85.634924     0.19284421
           -1.2      96.599782     0.18139213      87.559437     0.15922829      103.55858      0.2093176
             -1      114.11351     0.19537915      103.36733     0.17175123      122.48743     0.22499915
           -0.8      131.91729     0.20824711      119.41063     0.18326749      141.78369     0.23953646
           -0.6       148.8639     0.21921832      134.64956     0.19314739       160.2008     0.25173305
           -0.4      162.53022     0.22735997      146.82289     0.20060698      175.26318     0.26177495
           -0.2      171.75878     0.23240981      154.91461     0.20479295      185.67616     0.26691098
              0      174.08777     0.23230757      156.77056     0.20486602      188.65349     0.26665532
            0.2       169.6448     0.22829269      152.53306     0.20466671      184.28794     0.26985563
            0.4       159.4158     0.22039095      142.95223     0.19419053      173.89992     0.25266045
            0.6       145.3064     0.20996642      130.05043     0.18576774      158.95956     0.24351613
            0.8      128.87704     0.19742925      115.07227     0.17382795       141.4921      0.2269314
              1      111.95598     0.18373372      99.720869     0.16186419       123.3404     0.21255001
            1.2      95.421276     0.16944672      84.807112     0.14893035      105.45222     0.19539858
            1.4      80.122219     0.15520233       71.02151     0.13638009      88.857915     0.17985321
            1.6       66.16007     0.14236407      58.496381      0.1258389      73.631543      0.1697082
            1.8      54.012335     0.12739904        47.6384     0.11137507      60.307434     0.14770312
              2      43.884122      0.1145993      38.563492    0.099859769      49.246148     0.13290105
            2.2      35.380257     0.10285224      31.013864    0.089525531      39.824217     0.11972772
            2.4      28.153642    0.091878706      24.619179    0.079845797      31.791401      0.1074906
            2.6      22.269414    0.081634049      19.422092    0.070797432      25.226723    0.095778102
            2.8      17.471138    0.072288318      15.195933     0.06252817      19.865995    0.084884009
              3      13.745569    0.064203508      11.914731    0.055262067      15.696499     0.07567953
            3.2      10.740659    0.056761479      9.2798729    0.048755083      12.320571    0.067058383
            3.4      8.3015536    0.049852442      7.1506638    0.042754981       9.559757    0.059069078
            3.6      6.3279113    0.043477221       5.450587    0.037258596      7.2841301    0.051540552
            3.8      4.7648216    0.037873595      4.0866205    0.032341421      5.5145857    0.045358848
              4      4.7648216    0.037873595      4.0866205    0.032341421      5.5145857    0.045358848
