#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8918928    0.034102805      3.4303888    0.029896768      4.3813336     0.03940337
            0.2      11.138393     0.05762759      9.8591443    0.050736684      12.465379    0.066037528
            0.4      18.307296    0.074081951      16.243581    0.065340835      20.413983    0.084793669
            0.6      25.247775     0.08748053       22.47247    0.077153386      28.017992     0.10005271
            0.8       32.47009    0.099461464      28.910774    0.087760047      36.003024      0.1139803
              1      40.351974     0.11138121      35.985595    0.098111298       44.62458     0.12739316
            1.2       48.88929      0.1228691      43.648553     0.10828945      53.952643     0.14071111
            1.4       59.87204     0.13634444      53.520258     0.12007907      65.922642     0.15597243
            1.6        73.2369     0.15122846      65.553771     0.13313104      80.437494     0.17305654
            1.8       91.56942     0.16930112      82.111343     0.14915222      100.25294     0.19385964
              2      116.53486      0.1907255      104.67121     0.16808868      127.17347     0.21809531
            2.2      152.64512      0.2180642       137.4066      0.1924324      165.88451     0.25002948
            2.4      204.70812     0.25098789      184.67404     0.22174946      221.54481     0.28742193
            2.6       279.0843     0.29074156      252.29346     0.25667963      300.76313     0.33261351
            2.8      375.00112     0.33329366      339.84815     0.29526243      402.12001     0.38516212
              3      433.35173     0.35741139      392.80639     0.31524108      464.05667     0.41328948
            3.2      224.62994     0.26652491      201.33999     0.23580759        244.188     0.31853848
            3.4      132.89431     0.20816565      117.93134     0.18190946      146.38383     0.25108745
            3.6        86.2816     0.16883925      75.888728     0.14487125      96.178722     0.19990722
            3.8      58.289816     0.13939874      50.936725     0.11904953      65.525589     0.16644936
              4      40.552078     0.11645086      35.191456    0.098994598      46.000961     0.14025141
            4.2      28.820507    0.098351571      24.840414    0.082926501       32.98735     0.11841545
            4.4      20.231685    0.082847629      17.349757    0.069444067      23.302737     0.10039055
            4.6      14.577702    0.070448944       12.43293    0.058798329      16.907548    0.085924658
            4.8      10.621708    0.060315477      9.0037659    0.050106661      12.413811    0.074209734
              5      10.621708    0.060315477      9.0037659    0.050106661      12.413811    0.074209734
