#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0016957969  0.00089371873   0.0012712861   0.0010187094   0.0017642358  0.00084244015
           -3.8    0.021762727   0.0030307398    0.019797133    0.002529132    0.022917637   0.0033193457
           -3.6     0.12920437   0.0066126855     0.11496012   0.0057601027     0.13863615   0.0079119784
           -3.4     0.52104448     0.01325838     0.46354779    0.011495612     0.56198762    0.015561921
           -3.2      1.5772997    0.022463961      1.4099974    0.019723485       1.695576    0.025944383
             -3       3.821567    0.034726976      3.4275077    0.030715713      4.1038531    0.039715272
           -2.8      7.7847074    0.049195497      7.0067464    0.043680113       8.345061    0.055837291
           -2.6      14.026987    0.065673389      12.644737    0.058676916      15.044261    0.075073058
           -2.4      22.708592    0.083428505      20.500004    0.074413683      24.361731    0.093645269
           -2.2      33.834255     0.10184975      30.578693    0.090875836      36.306169     0.11420846
             -2      47.678616     0.12078281       43.09805     0.10777313      51.224591     0.13573506
           -1.8      62.819296     0.13875431      56.788819     0.12376591      67.552855     0.15671712
           -1.6      79.667965     0.15622865      71.964279     0.13898605      85.836249     0.17595148
           -1.4      96.785543     0.17230906      87.425558     0.15331568      104.31966     0.19503166
           -1.2       113.7311     0.18686182      102.63507     0.16583225      122.77755     0.21175974
             -1      129.70867     0.19983782      117.03787     0.17801186      140.07729     0.22991926
           -0.8      143.68609     0.21071901      129.53105      0.1877944      155.38392     0.24425688
           -0.6      155.07119      0.2197623      139.75044     0.19389346       167.7805     0.25076953
           -0.4      163.36467     0.22648629      147.11933     0.19964609      176.94221     0.25957414
           -0.2       167.4966     0.22977437      150.80981     0.20252742      181.47804     0.26476677
              0      168.06208     0.23112373      151.20349     0.20287038      182.30529     0.26552661
            0.2      165.37694     0.23042426      148.75234     0.20204171       179.4769     0.26580317
            0.4      159.28229     0.22712233      143.14736      0.1990375      173.09888      0.2634591
            0.6      149.26489      0.2211442      134.02638     0.19340761      162.44387     0.25746207
            0.8      137.19181     0.21290322      122.99802     0.18552803      149.66368     0.24785465
              1      123.46321     0.20254306      110.55049      0.1798399      134.95714     0.24483934
            1.2      108.09738     0.18989153      96.505083     0.16486372      118.68731     0.22313207
            1.4      91.704689     0.17491834       81.60429     0.15218861       101.1466     0.20871255
            1.6      76.174813      0.1587687      67.428597     0.13727485      84.644988     0.18868311
            1.8      60.756069     0.14099699      53.439556     0.12157415      68.114644     0.16865317
              2      46.216436     0.12233579      40.339601     0.10485075      52.342475     0.14704291
            2.2      33.300705     0.10327776      28.833785    0.088793563      38.102604     0.12789685
            2.4      22.264463    0.083580353      19.073995    0.070808128      25.830286     0.10195254
            2.6       13.41977     0.06586444      11.369276    0.055070183       15.79214    0.081399343
            2.8      7.2450077    0.047218704      6.0582081    0.039356485       8.665093     0.05952758
              3      3.2898987    0.031547306      2.7159656    0.026172384      3.9965841    0.040388199
            3.2      1.2236899    0.019286734     0.99404041    0.015717982       1.515001    0.025453196
            3.4     0.33972001    0.010151689     0.26968376   0.0080261592     0.43310103    0.013438413
            3.6    0.063875016   0.0043599773    0.050651412   0.0034584352    0.081287266   0.0057437935
            3.8   0.0070723534   0.0014698009   0.0058337884   0.0012647521   0.0084194454   0.0020281302
              4   0.0070723534   0.0014698009   0.0058337884   0.0012647521   0.0084194454   0.0020281302
