#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      129.45513     0.20198279       116.0377     0.17744259      140.89291     0.23315401
            0.2      128.06417     0.20087303      114.79755     0.17640887      139.38714     0.23220367
            0.4      126.37653     0.19942916      113.24008     0.17513181       137.6704     0.23035093
            0.6      125.15118     0.19835684      112.10507     0.17416884      136.44233     0.22878565
            0.8      125.08368     0.19862993      112.00387     0.17432109      136.48304     0.22956051
              1      126.73115     0.19946217      113.47116     0.17587682      138.32884     0.23256149
            1.2      129.69903     0.20205745       116.1731     0.17722814      141.52934     0.23284385
            1.4      134.96534     0.20605723      120.86035     0.18070331      147.37005     0.23752144
            1.6      143.67739     0.21239639      128.72148     0.18686598      156.81466     0.24658658
            1.8      155.02999     0.22053009       138.9192     0.19370969      169.20102     0.25523519
              2      169.94958     0.23086872      152.32153     0.20251219      185.45615     0.26709455
            2.2      189.29816     0.24327518      169.71165     0.21323382      206.53565     0.28096629
            2.4      213.41923     0.25798956      191.52809     0.22643758      232.51452     0.29918451
            2.6      241.10845     0.27379491      216.55429     0.24011938      262.34947     0.31782368
            2.8      270.11313     0.28946788      242.68936     0.25370091      293.72559     0.33713882
              3      203.05951     0.25389785      182.56015      0.2264962      220.55861     0.30483051
            3.2      203.05951     0.25389785      182.56015      0.2264962      220.55861     0.30483051
