#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.5216105    0.037693338      4.0713074    0.033453948      4.9019403    0.042615136
           -3.8      6.5422344    0.045313167      5.8949688    0.040259383      7.0833272    0.051129564
           -3.6      9.2636123    0.053791173      8.3429513    0.047812924      10.036792    0.060848461
           -3.4      13.237411    0.064100946      11.926871    0.057028066      14.334083    0.072387332
           -3.2      18.226228    0.075181043      16.403175    0.066787848      19.767389     0.08484033
             -3      24.577789    0.087309318      22.127812    0.077608937      26.637485    0.098799114
           -2.8      32.357064    0.099888994      29.137871    0.088826406      35.061462      0.1128897
           -2.6      41.482292     0.11302559       37.33916     0.10035402      44.973115     0.12745016
           -2.4      51.348909     0.12565816      46.235851     0.11164726      55.648049     0.14195537
           -2.2      62.223782     0.13832235      56.038044     0.12278227      67.410508     0.15617705
             -2      72.331856     0.14920857      65.169288     0.13253023      78.311533     0.16905294
           -1.8       82.02974     0.15893486      73.921368     0.14099102      88.756532     0.17974823
           -1.6      90.902368     0.16746636      81.923322     0.14856252      98.332637     0.18984465
           -1.4      97.494643     0.17381125      87.931049      0.1541815      105.30761     0.19752795
           -1.2       102.0463     0.17824559      92.066941     0.15880151       110.1263        0.20535
             -1      104.65121     0.18153434      94.484083     0.16239421      112.79252     0.21241863
           -0.8       105.7856     0.18278309      95.493726     0.16153759       113.9976     0.20802121
           -0.6      105.63824     0.18405283      95.422856     0.16273809      113.70199     0.21097692
           -0.4      105.00513     0.18356027      94.768276     0.16179869      113.16042     0.20943747
           -0.2      105.11991     0.18448755      94.931676     0.16308852      113.16308     0.21311248
              0      105.07104     0.18503966      94.799896     0.16266804      113.27249     0.21215371
            0.2      106.44675     0.18690242      96.015779     0.16422546      114.82486     0.21533129
            0.4      107.75492     0.18838063      97.119516     0.16541127      116.39503      0.2176652
            0.6       108.8609     0.18985021      97.977691     0.16673249      117.88735     0.22100373
            0.8      108.54807     0.19012882      97.566239     0.16608014      117.82099     0.22055884
              1      107.18207     0.18919695      96.167584     0.16498515      116.69917     0.22015113
            1.2      104.07528     0.18647044      93.206427     0.16244006       113.6719     0.21795456
            1.4      98.619706     0.18156681      88.133714      0.1578884      108.09157     0.21309058
            1.6      91.085237     0.17440735      81.193478     0.15187532      100.25008     0.20652036
            1.8      82.175619     0.16534135      73.081802     0.14771117      90.788297     0.20476828
              2       72.18206     0.15457844      63.951218     0.13367285      80.199265     0.18255484
            2.2      61.888803       0.142649       54.59388     0.12305024      69.210428     0.16898599
            2.4      51.242771     0.12931541      45.032509     0.11160619      57.624623     0.15424129
            2.6      41.419848     0.11557889      36.288733      0.1000887      46.783492     0.14007976
            2.8      32.615394     0.10206543      28.452606    0.087693506      37.072825     0.12187821
              3      24.865693    0.088876372      21.627684    0.076283371      28.386829     0.10654335
            3.2      18.438816     0.07732973      15.996568     0.06604206      21.127609     0.09305421
            3.4      13.419239    0.064664756      11.605705    0.055370063      15.443778    0.077376377
            3.6      9.6053684    0.054644556      8.2879905    0.046841216      11.094551     0.06594693
            3.8      6.7173682     0.04565894      5.7827856    0.039004927      7.7814443    0.055367939
              4      6.7173682     0.04565894      5.7827856    0.039004927      7.7814443    0.055367939
