#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0093268829   0.0016235207    0.008509548   0.0014881126   0.0096473113   0.0017040963
           -3.8    0.047482313   0.0037916895    0.043837591   0.0034578164     0.04870144   0.0039106633
           -3.6     0.21056144   0.0079281818     0.19172294   0.0071629267     0.21978566   0.0085867341
           -3.4     0.64589276     0.01381982     0.58853628    0.012527131      0.6755338    0.015424296
           -3.2      1.6972267    0.022413843      1.5445395    0.020251715      1.7869574    0.024578662
             -3      3.8592903    0.033709556      3.5081418    0.030551054       4.078377     0.03725474
           -2.8      7.6622751    0.047429243      6.9427888    0.042790895      8.1649811    0.052070994
           -2.6      13.620766    0.063220552      12.324865    0.056970466      14.576627    0.069733211
           -2.4      22.121357    0.080584326      20.019942     0.07256606      23.704386    0.089250883
           -2.2      33.317696    0.098845929      30.100674    0.088844063      35.846249     0.10969772
             -2      47.247656     0.11773247       42.66893     0.10744068      50.904335     0.13746213
           -1.8      63.225376     0.13626499      56.976901     0.12205005      68.391238     0.15288917
           -1.6      81.099555     0.15484558      72.968777      0.1382773      87.964291     0.17471306
           -1.4      99.957774     0.17127571      89.752428     0.15237789      108.78099     0.19271984
           -1.2      118.95961     0.18705746      106.69318      0.1660621      129.67267     0.21134172
             -1      137.14267     0.20171424      122.87156     0.17850984      149.71988     0.22913047
           -0.8      153.40954      0.2130357      137.34767     0.18857477      167.63401     0.24344394
           -0.6      166.29254     0.22247033      148.75746     0.19645038      181.91906     0.25450064
           -0.4      175.53717     0.22949624       156.9455     0.20201138      192.16332     0.26304749
           -0.2      180.06585     0.23375926      160.97024     0.20542273      197.16454     0.26887661
              0      179.99994     0.23520872      160.90625     0.20634893      197.08939     0.27151133
            0.2      174.98778     0.23390107      156.50304     0.20617557      191.47201      0.2746322
            0.4      166.26975     0.22997358      148.72099     0.20097869      181.91804     0.26690052
            0.6      153.28476      0.2235067      137.22721     0.19538313      167.51078     0.26157237
            0.8      137.36855     0.21400742      123.08304      0.1863406      149.94353     0.25000241
              1      118.74149     0.20205071      106.57035      0.1756463       129.2976     0.23727011
            1.2      100.00087     0.18824655      89.839179     0.16314206      108.74061      0.2218048
            1.4      81.271045     0.17220354      73.175055      0.1537824      88.057002      0.2147996
            1.6      62.943472     0.15405099      56.730012     0.13306397      68.073069     0.18374183
            1.8       47.03878     0.13599148      42.468957     0.11680934      50.706081     0.16302896
              2      33.330353     0.11553518      30.101572    0.098964597      35.876529     0.13892648
            2.2      22.008704     0.09566175      19.919117    0.081752937      23.579711     0.11611601
            2.4      13.622343    0.076114001      12.318326    0.064553403      14.591144    0.092515441
            2.6      7.7033282    0.057958717      6.9882543    0.049161539      8.1890588    0.071653327
            2.8      3.8434286    0.041959442      3.5087537    0.035447879      4.0359211      0.0520652
              3      1.7538664     0.02854508      1.5958053    0.023900288      1.8458273    0.035644865
            3.2     0.64512783    0.017771985     0.58918515    0.014749524      0.6729614    0.022392177
            3.4     0.18536723   0.0097446188     0.17327476    0.008177015     0.18849977    0.010402788
            3.6    0.041254717   0.0048723857      0.0384744   0.0064150027    0.041311561   0.0052310806
            3.8   0.0095634766   0.0018820758   0.0085957968    0.001615712    0.010079175   0.0022570953
              4   0.0095634766   0.0018820758   0.0085957968    0.001615712    0.010079175   0.0022570953
