# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15.476468     0.07126638      13.940069    0.063168952      16.706304    0.082808441
            0.2      44.276855      0.1198877      39.860595     0.10566235      47.841079     0.13797667
            0.4       67.61153     0.14731622      60.826886     0.12982603      73.173739     0.16949284
            0.6      85.885768     0.16530549      77.184261     0.14580834      93.136782     0.19091115
            0.8      100.31168     0.17800273      90.110133     0.15677783      108.90681     0.20449467
              1      111.32239     0.18726885      99.950542     0.16474183      120.99049     0.21507154
            1.2      120.87714     0.19531385      108.53066     0.17176109      131.42507     0.22458743
            1.4      130.15368     0.20203563      116.82573     0.17775202      141.61875     0.23224637
            1.6      139.52515     0.20899697      125.24119     0.18468812      151.85102     0.24292375
            1.8      151.16344     0.21718749      135.63762      0.1914331      164.66123     0.25118483
              2      164.95241     0.22685582      148.11245     0.19973627      179.53342     0.26204496
            2.2      181.05734     0.23752891      162.61057     0.20867595      197.05838     0.27343655
            2.4      202.80243     0.25102055      182.20608     0.22063133      220.63952     0.28972336
            2.6      228.72107     0.26600388      205.60688     0.23353864      248.64813     0.30666741
            2.8      257.39435     0.28156464      231.55522     0.24736229      279.50249     0.32576982
              3      261.24871       0.284562      234.96093     0.25075235      283.70806     0.33363493
            3.2      129.23064     0.20470796      115.57767     0.18256209      141.30536      0.2478257
            3.4      74.035115     0.15610444      65.733342     0.13529916       81.71529     0.18283995
            3.6      46.737967     0.12466303      41.295433     0.10763868      51.902678     0.14705409
            3.8      30.745278     0.10144464      27.050241    0.087206448      34.327664     0.12011986
              4      20.846846    0.083807831       18.25957    0.071754305      23.411209    0.099727335
            4.2      14.171415    0.069152257      12.375591    0.059077017      15.973304     0.08256123
            4.4       9.785139    0.057618521      8.5201229    0.049108528      11.068687    0.069248776
            4.6      6.8968356    0.048392009      5.9825289    0.041050279      7.8425563    0.058146317
            4.8       4.835333    0.040462536      4.1820731     0.03428763      5.5212074    0.048896695
              5       4.835333    0.040462536      4.1820731     0.03428763      5.5212074    0.048896695
