#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.530496    0.080141947      19.251014    0.072878066      21.576049     0.10918481
            0.2      57.208883     0.13246662      53.622471     0.12047243      60.150055     0.18236902
            0.4      84.703374     0.16234518      79.534676     0.15746841      88.609449     0.22454558
            0.6      102.67951      0.1803536      96.544526     0.17784885      107.41785     0.24926804
            0.8      113.42514     0.19161316      106.94386     0.23572243        118.425     0.26505372
              1      119.76676     0.19574362       112.8148     0.19176648        125.028     0.27163177
            1.2       124.1737      0.2082294      117.09405     0.18511417      129.35913     0.27347444
            1.4      128.86676     0.20095678        121.468     0.24117359      134.43107     0.29097322
            1.6      134.39021     0.26078062      127.16411     0.20057768      140.22681     0.29377904
            1.8       142.4267     0.21332746      134.73223     0.20878469      148.27649     0.29789341
              2      153.77128     0.22492108      146.00814     0.27081317      159.92108     0.31292578
            2.2      169.35782     0.27529371       160.5581      0.2328027      175.80229     0.32893291
            2.4      189.23568     0.27505354       180.0817     0.23797981      196.47716     0.35089429
            2.6       213.7283     0.26866963      203.77642     0.30010441      221.28644     0.45896666
            2.8      241.20361     0.31458397      230.41759     0.32650408      249.47052     0.41450085
              3      236.15471     0.30166291      225.99077     0.28879597      243.80865     0.41573242
            3.2      80.246875     0.17079048      76.382555     0.19096651      83.140766     0.23942777
            3.4      31.477396     0.10528564      29.665344    0.098606149      32.951474     0.14980594
            3.6      14.232134    0.072030138      13.181495    0.068579688      15.247153    0.099242566
            3.8      6.6307479    0.050445306      6.1124805    0.047454354      7.1567819    0.069513448
              4      3.3355493    0.098416217      3.0868027     0.10601671      3.5574775    0.092766069
            4.2      1.4835246    0.023024026      1.3480247    0.020500546      1.6211273    0.034274003
            4.4     0.72757107    0.015797821     0.65998172    0.015106971     0.80402949    0.023054979
            4.6     0.32692475    0.010634339     0.28769524   0.0089798452     0.37602149    0.015324764
            4.8     0.14679903   0.0077995394     0.12965471    0.007459637      0.1669389    0.010496715
              5     0.14679903   0.0077995394     0.12965471    0.007459637      0.1669389    0.010496715
