#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       43.16201      0.1501677      39.045401     0.14043281      47.088724     0.21577623
            0.2      43.076253     0.12052209      39.068568     0.11764427      46.666261     0.29556965
            0.4      44.448054     0.12083977      40.383048     0.11824542      48.246032     0.16243346
            0.6      47.148204     0.12190272      42.958398     0.11201915      51.060487     0.16565083
            0.8      51.021173     0.12895635      46.509481     0.13843974      55.179049     0.17306719
              1      56.688661     0.15726158      52.057611     0.14462667      61.305675     0.18456667
            1.2      64.489692     0.14652244        59.3237     0.15262536      69.336252     0.19916365
            1.4      75.592671     0.15414046      69.829455      0.1506121      80.718745     0.21043605
            1.6      91.384616     0.16945151      84.815456     0.16831356      96.851161     0.23281839
            1.8      113.58577      0.2012634       106.1739     0.19056412      119.49019     0.26153277
              2      145.51411     0.21788951      137.11935     0.21321347      152.36453     0.30074441
            2.2      191.53951     0.27490794      181.61085     0.27697532      199.18327      0.3444635
            2.4      256.69517     0.28729015      244.97547       0.283779      264.80341     0.40708118
            2.6      343.60599     0.37235658      329.80621     0.32012961      352.93172     0.48152463
            2.8      443.27322     0.40559627       426.9797     0.40023469      453.03288      0.5489438
              3      359.12312     0.36199499      346.30113     0.42805429      367.16396     0.49326859
            3.2      359.12312     0.36199499      346.30113     0.42805429      367.16396     0.49326859
