#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0362643    0.047482799      3.8245176    0.039084754      4.2898362     0.05589345
           -3.8      5.9840028    0.047462825      5.6520507    0.045317379       6.333852    0.067901323
           -3.6      8.6269023     0.08786982      8.2309339     0.16427465      9.0037284    0.083199242
           -3.4      12.062575    0.068125522       11.42409    0.070926408      12.735316    0.097488725
           -3.2      16.844188    0.078752439      15.877244    0.077757154      17.824081     0.11919104
             -3      22.980417     0.16111377      21.648379     0.10292899      24.169684     0.13780712
           -2.8      30.068015     0.10394284      28.359046     0.10035359      31.692572     0.14593412
           -2.6       38.50421     0.19603041      36.559412     0.20324032      40.604251      0.1715528
           -2.4      48.168002     0.13529777      45.521538     0.12684432      50.494307     0.19137137
           -2.2       58.63837     0.14377797      55.549518      0.1380133      61.390416     0.21885856
             -2      68.811941     0.14968503      65.164239     0.14444359      71.899265     0.21224494
           -1.8      78.136434     0.16361663      73.981309     0.15713138      81.414348     0.22398053
           -1.6      86.634739     0.16775418      82.213263     0.16233776      89.838882     0.33559128
           -1.4      92.727998     0.17290246       87.98334      0.1619486      96.188663     0.24240375
           -1.2      97.928179     0.17765251      92.915239     0.17537933      101.65417     0.24542611
             -1      100.68915     0.17956895      95.570533     0.17514345      104.37026     0.24666625
           -0.8      101.56298     0.17914407      96.444389     0.17079043      105.12694     0.24710742
           -0.6      101.65627     0.17783646       96.49642      0.1673921      105.31037     0.24628135
           -0.4       101.1007     0.17823759      96.043015     0.17153976      104.48481     0.24611962
           -0.2       100.8857     0.17830198      95.830635     0.17148364      104.22803     0.24372357
              0      100.39726     0.17951497      95.359941     0.16994704      103.64388     0.24378237
            0.2      101.25017     0.17869905       96.12704     0.16895663      104.77824     0.24510088
            0.4      101.62219     0.17800181      96.544166     0.16620438      104.98994     0.24501616
            0.6      101.35909     0.18894688      96.196193     0.17115422      104.78831     0.24988748
            0.8      100.39144     0.18307703      95.298999     0.18194389      103.96406     0.25924084
              1      98.023794     0.18324109      92.884165     0.17432884      101.76943      0.2497912
            1.2      93.366342     0.17675626      88.557648     0.17189189       96.90056     0.24689052
            1.4      86.882261     0.16962644      82.298585     0.16646737      90.598186     0.23904476
            1.6      78.425097     0.16193708       74.19385     0.15897112      81.780242     0.22990417
            1.8      68.798084     0.16675206      65.086245     0.14926939       71.84055     0.24005776
              2      58.569562     0.14297801      55.354487     0.13440425      61.295629     0.20337362
            2.2      48.194705     0.13111422      45.771801     0.21531346      50.601897     0.18793571
            2.4      38.751295     0.13512139      36.671621     0.10940678      40.781675     0.17381132
            2.6       29.95775     0.10467259       28.46676     0.17829592      31.313516     0.15444203
            2.8      22.602975    0.093640819      21.286367     0.10824816      23.762539     0.14842922
              3      16.737231     0.12956548      15.892052    0.087689264      17.727157     0.11776897
            3.2       12.13963    0.069996743      11.221527     0.15011546      12.824545    0.099742525
            3.4      8.7874767     0.13186583      8.1191076     0.08593906       9.229403    0.084290603
            3.6      6.0356058    0.058458585      5.6579411    0.045994377      6.5270447    0.076438912
            3.8      4.2633051    0.051672541      3.9445498    0.089047963      4.5080453    0.067609565
              4      4.2633051    0.051672541      3.9445498    0.089047963      4.5080453    0.067609565
