#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.7489308    0.050890311      6.1813082    0.047984566      7.2957775    0.068005837
           -3.8       8.419207    0.053434575      7.7430642    0.048112153      9.0232475    0.075604396
           -3.6      10.311456    0.071629598      9.5334122    0.056928154       10.98918    0.086236098
           -3.4      12.813446    0.066135717      11.836625    0.059542259      13.643493    0.091347558
           -3.2      15.665653    0.073167578      14.575976      0.0673135      16.507914     0.10187408
             -3      19.407018    0.080263031      18.027073    0.072148518      20.555795     0.11246847
           -2.8       23.80998    0.088461421      22.210613     0.08220231      25.105009     0.12405305
           -2.6         29.042    0.097918843      27.182339    0.090202163      30.431582     0.13759408
           -2.4      35.425909     0.10874494      33.311118     0.10429725      36.928114     0.15306136
           -2.2      42.860837     0.11750674      40.388839     0.10977186       44.65637     0.16759571
             -2      51.225826     0.12894188       48.35933     0.12062439      53.052919     0.30241445
           -1.8      60.416835     0.14230715      57.270907     0.14107635      62.520991     0.20287472
           -1.6      71.026419     0.15210332      67.361771     0.13919586      73.734055     0.21179879
           -1.4      81.632228     0.16533878      77.567822     0.15316915      84.596269     0.22676418
           -1.2      93.486022     0.17706692      89.127749     0.18525313      96.697944     0.24429759
             -1      103.95745     0.18507734      99.043319     0.17879472      107.63722     0.25717731
           -0.8      114.14613     0.19477003      108.70276     0.19540399      118.56249     0.27454518
           -0.6      121.78163     0.19905936      116.05446     0.24035814      126.08321     0.27896755
           -0.4      127.85446      0.2850468       122.0532     0.20703704      132.64733     0.30774208
           -0.2      131.36852     0.22321153      125.68063     0.32242995      136.36435     0.30978009
              0      131.41216     0.21176436      125.21832     0.19891811      136.51406     0.30208813
            0.2       127.6646     0.20342106      121.70335     0.20598029      132.37279     0.28279604
            0.4      121.45809     0.19910302      116.03999     0.20790269      125.71983      0.2793968
            0.6      113.71971     0.24927329      108.12051     0.24085862       117.9738     0.26814449
            0.8      103.52092     0.18712753      98.749112     0.18313019      106.92304     0.25935564
              1      93.015324      0.1860287      88.675681     0.16526293      96.171069     0.24264193
            1.2      82.242594     0.17874717      78.310729     0.21668203      84.865537      0.2305484
            1.4      71.030391       0.155595      67.388395     0.15263458      73.764575     0.22054827
            1.6      60.448227     0.14142798      57.255108     0.13880223      62.662249      0.2048219
            1.8      51.084684     0.14829723      48.202629     0.12382012      53.003153     0.18292659
              2      42.622324     0.12434971      40.150768     0.10806497      44.277044     0.16643365
            2.2      35.398369     0.10931093      33.209839     0.10511033      37.072956     0.15250662
            2.4      29.139881      0.1000144      27.277682    0.098473125      30.545484     0.13857966
            2.6      23.825484    0.091381355       22.27473    0.085847336      24.971013     0.12846219
            2.8      19.344616     0.07994882       18.04925     0.07325414      20.301826     0.11270606
              3      15.788916    0.073344453      14.615477    0.068914337      16.788217     0.10306713
            3.2      12.788363    0.088241465      11.807482    0.067846907      13.537764    0.092927378
            3.4       10.21794    0.064392464      9.4072231    0.062539811      10.929234    0.084431608
            3.6      8.3096363    0.053243982      7.6355679    0.047859971      8.8556637     0.07497223
            3.8      6.6423181    0.048403062      6.1006004    0.045334719      7.0967519    0.069529294
              4      6.6423181    0.048403062      6.1006004    0.045334719      7.0967519    0.069529294
