# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.7651267    0.039395802      5.8752797    0.034945492      7.5366499    0.047744833
            0.2      19.245785    0.066971062      16.703362    0.059216059      21.486684    0.081045929
            0.4      29.288383    0.082787561      25.463192    0.074846727      32.632531     0.10167463
            0.6      36.829466    0.099523884      32.099243    0.090978886      40.916772     0.11175102
            0.8      41.760398     0.10344594       36.49774    0.096067732      46.295878      0.1242381
              1      45.598002     0.10622445      39.991795     0.10160959       50.37255       0.131886
            1.2      49.204442     0.10917654      43.395253    0.099412104      54.099855     0.13331171
            1.4      53.649121     0.11450934      47.635639     0.10825757      58.581919     0.14111064
            1.6      60.163475     0.12371478       53.96589     0.12137715      65.051977     0.15239249
            1.8      69.613604      0.1318241      63.146522     0.13123995      74.436822     0.16137108
              2      84.888205     0.14774836      77.732005     0.13924457      89.813532      0.1810301
            2.2      109.17144     0.16858195      101.14007     0.15950644      114.26714     0.19725541
            2.4      150.30821     0.20225197       140.9277     0.19762364      155.41275     0.23818292
            2.6      225.70967     0.27940145      213.81797     0.27875923       230.8008     0.30312615
            2.8      394.85046     0.38697122       379.9571     0.33787883      399.26072     0.45214687
              3      761.29668     0.55975622      742.83234     0.58644521      784.58438     0.81109031
            3.2      182.81928     0.29583338      178.21728     0.32882145      191.65595      0.5034873
            3.4      37.223021      0.1271874       36.03022     0.12775004      39.219812     0.18980503
            3.6      8.9106368    0.063718993      8.5979583    0.065178994      9.3900613    0.092766726
            3.8      2.2248064    0.030864849      2.1296018    0.027846256      2.3665221     0.05473352
              4      0.6134118    0.019204053     0.59451342    0.023950752     0.64250103    0.024940815
            4.2     0.15894132    0.011848685     0.15398219    0.012795214     0.16139454    0.011836185
            4.4    0.048252465   0.0061963775    0.044894534   0.0076299427    0.054566852    0.006818173
            4.6   0.0058620047   0.0020218353   0.0045235924   0.0032922533    0.006871461   0.0024261959
            4.8  0.00051916604   0.0011633517  -0.0017400366   0.0020163739    0.001341038  0.00095748593
              5  0.00051916604   0.0011633517  -0.0017400366   0.0020163739    0.001341038  0.00095748593
