#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.53827     0.18746745       105.3949     0.17694532      118.14009     0.26026027
            0.2      111.58317      0.2248788      104.80893     0.25940814      116.70237     0.26037126
            0.4      110.47746     0.18656061      103.73403     0.17790687      115.66738       0.261683
            0.6      109.95689     0.18655367      103.27986     0.22553791      115.19024     0.27572395
            0.8      110.54167     0.18747433      103.95475     0.18284877      115.83073     0.26046466
              1      112.22964     0.22889192      105.54285     0.17900902      117.12612     0.26227151
            1.2      115.84438     0.20180752      109.12781     0.18297113      121.09116     0.26539038
            1.4      121.59741     0.19999267      114.91944     0.19413686      126.61032     0.27635562
            1.6      129.46787     0.27620053      122.42615     0.19055633      135.48072     0.28296541
            1.8      141.17774     0.22188573      133.66483     0.20574226      146.79536      0.2994435
              2      155.66186     0.22398675      147.89673     0.26131239      161.74632     0.31401496
            2.2      173.95578     0.24937124      165.45047     0.23605937      180.65927     0.34183445
            2.4      197.59601     0.26169422      188.31561     0.27826754      204.62984     0.36185459
            2.6       224.9854     0.27410339      214.62816     0.30025757      232.59526      0.3971419
            2.8      252.45634     0.31301362      241.65521     0.33783406      260.85936     0.43398816
              3      190.27832     0.27267435      182.15797     0.26763947      196.29779     0.44687661
            3.2      190.27832     0.27267435      182.15797     0.26763947      196.29779     0.44687661
