# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      5.3479131   0.0089462588      5.2477715   0.0080452031      6.0065098    0.013053577
             10      6.0037734   0.0071667917      5.9252704    0.007195593      6.0451638   0.0072837763
             20      5.0478158   0.0059997244       4.938153   0.0072194081      5.0635501   0.0062487407
             30       4.162195    0.005150814      4.0417803   0.0060719364      4.1672076   0.0053546006
             40      3.4334622    0.004633736      3.3114907   0.0045035552      3.4457761   0.0055347138
             50      2.8710007   0.0040668753      2.7518468   0.0040669996      2.8969219   0.0047784548
             60      2.4171433   0.0049901754      2.3057373   0.0039143794      2.4571959   0.0047522186
             70      2.0608966   0.0033775828      1.9522982   0.0034062391      2.1057951   0.0038385313
             80      1.7651182   0.0030715058       1.662005   0.0030086684      1.8151176   0.0034681908
             90      1.5181748   0.0028292514      1.4224407   0.0027248613      1.5694483   0.0031779807
            100      1.3191008   0.0026184942      1.2305016   0.0024884954      1.3705679   0.0029208418
            110      1.1545526   0.0024242601      1.0706328   0.0023375489       1.206216   0.0026889823
            120      1.0201736   0.0022829853     0.94273677   0.0023151685      1.0702772   0.0025469035
            130     0.89713256   0.0021161209     0.82361516   0.0019899876     0.94632888   0.0023638017
            140     0.79443689   0.0022822877     0.72497398   0.0019851342      0.8440297   0.0029686329
            150     0.70405223   0.0018567671     0.64052655   0.0017641064     0.74964662   0.0020457561
            160     0.62857715   0.0017387086     0.56774189    0.001600778     0.67433951   0.0020263985
            170     0.56339867   0.0016435645     0.50648705   0.0015180828     0.60655103   0.0019050938
            180     0.50130884   0.0015334412     0.44904791   0.0016613188      0.5427483   0.0017716133
            190     0.45247529   0.0015256452     0.40141923   0.0014869717      0.4913269   0.0016581133
            200     0.40589648   0.0013977543     0.35774301    0.001250228     0.44546009   0.0016605256
            210     0.36368124   0.0012962122     0.31944312   0.0014106416     0.40182588   0.0014953006
            220      0.3311596   0.0012290799     0.28838832   0.0011046533     0.36816349   0.0014367072
            230     0.29829823   0.0011583439     0.25782726   0.0010348322     0.33345437   0.0013589509
            240     0.27216714   0.0011022281     0.23320128  0.00099277968     0.30689158   0.0013411153
            250      0.2460938   0.0016641565     0.21052802  0.00091098878     0.28145718   0.0012269943
            260       0.224083    0.001004537     0.18979737  0.00088856029     0.25558763   0.0012051347
            270      0.2032035  0.00094058523     0.17088225  0.00082023247     0.23387866    0.001116188
            280     0.18573744  0.00089261572     0.15526819  0.00078556173     0.21519068   0.0010650837
            290     0.16979654  0.00085317789      0.1412603  0.00072842526     0.19712236   0.0010180795
            300     0.15490986  0.00081778362     0.12859914  0.00073197447     0.18011205   0.0010087608
            310     0.14140718  0.00079542254     0.11760831  0.00096257827     0.16577854  0.00093535891
            320      0.1302368  0.00074634957     0.10703105  0.00064538206     0.15286505  0.00091405202
            330     0.11921665  0.00070819076    0.097720956  0.00059826398     0.14058391  0.00085998595
            340     0.10870013   0.0006756739    0.088888571  0.00057394996      0.1284098  0.00081344195
            350     0.10102752  0.00065034705    0.082149125  0.00054366395     0.11994708  0.00079280194
            360     0.09165753  0.00062051508    0.074247861  0.00062234979     0.10922315  0.00075184714
            370     0.08430303  0.00059743445    0.068181933  0.00051319067      0.1003206  0.00071735019
            380    0.077391281  0.00058148997    0.062444159  0.00049897338    0.092290896  0.00072379172
            390    0.072455935   0.0005492208    0.058375806  0.00046258639    0.086579576  0.00066587835
            400    0.067078043  0.00052797433      0.0542751   0.0004554203     0.07982121  0.00072742162
            410    0.061362853   0.0005457152    0.049323548  0.00048439093    0.073634722  0.00064714306
            420    0.057270724  0.00049506287    0.045900584   0.0004221975    0.068947364   0.0005919148
            430     0.05350248   0.0004827527    0.042996506  0.00041562166    0.064009463  0.00059903908
            440    0.048786706  0.00045038878    0.039133498  0.00037785804    0.058654138   0.0005451929
            450    0.046395336  0.00043907964    0.037143942  0.00036770425    0.055693511  0.00053137356
            460    0.043025629  0.00047213603    0.034543574   0.0003560737    0.052046362   0.0005156769
            470    0.038718686   0.0004033364    0.030868683  0.00033944467    0.046741943  0.00048480347
            480    0.036516117  0.00048027442    0.029004797   0.0004979782    0.044162572  0.00050135813
            490    0.035021463  0.00084220918    0.027116612  0.00034868186    0.041210296  0.00046129018
            500    0.030628454  0.00036250922    0.024472754  0.00031728731    0.036784869  0.00045455791
            510    0.028675932  0.00035725904    0.022816156  0.00030892026     0.03460543  0.00042316327
            520    0.027285091  0.00034343282    0.021830746  0.00029403184    0.032713865  0.00040668215
            530    0.025072447  0.00034718238    0.020020581  0.00030749281    0.030162836  0.00040776094
            540    0.023188868  0.00031870945     0.01847511  0.00027390642    0.027962736   0.0003772987
            550    0.022169164  0.00030704204    0.017710383  0.00026142645    0.026690615  0.00036426929
            560    0.020252875   0.0003259479    0.016077697  0.00031008132    0.024394634   0.0003671606
            570    0.019083592  0.00030683509    0.015180379  0.00028979777    0.023002729   0.0003444656
            580    0.017294478  0.00027754502    0.013682102  0.00024214106    0.020931577   0.0003285474
            590     0.01688328  0.00027830525    0.013390103  0.00024848368    0.020457949  0.00032302241
            600    0.015769943  0.00026429087    0.012570189  0.00023080937    0.018951969  0.00031238421
            610    0.014775751  0.00025100792    0.011848458  0.00021469411     0.01770038  0.00030168613
            620    0.013073281  0.00024477517    0.010429416  0.00022096122    0.015622868   0.0003097755
            630    0.012839835   0.0002328261    0.010252258  0.00019803896    0.015380254  0.00028236036
            640    0.011483087   0.0002545003   0.0090626459  0.00024707886    0.013905984    0.000277042
            650    0.011281456    0.000220529   0.0090807944    0.000190626    0.013406278  0.00026284979
            660   0.0099042583  0.00021083539   0.0079115028  0.00018476066    0.011878929   0.0002467018
            670   0.0095235201  0.00020886127   0.0076648316  0.00018680895    0.011261558  0.00025100171
            680   0.0093278449  0.00019577961   0.0075242147  0.00016465885    0.011102086  0.00023469166
            690   0.0083108547  0.00019386361   0.0066318242  0.00017192663    0.009989416  0.00022671137
            700   0.0076205574   0.0002126868   0.0059777761  0.00021339464   0.0092599933  0.00022465142
            710   0.0071122525  0.00020066173   0.0056585124  0.00019758182   0.0084786563  0.00022321528
            720   0.0069803439  0.00019156871    0.005553913  0.00018359302   0.0083053084  0.00021515675
            730   0.0062786911  0.00018874276   0.0049446134  0.00018081343   0.0075738804  0.00021433605
            740    0.006006247  0.00016839861   0.0048285759  0.00015274829   0.0071144128  0.00019151062
            750   0.0054537158  0.00021834644    0.004157021  0.00026893945   0.0066930003  0.00021059786
            760   0.0054782268  0.00015519482   0.0044428788  0.00013511565   0.0064462774  0.00018493485
            770   0.0046716987  0.00016236104   0.0036647534  0.00015558721   0.0056889713  0.00017677818
            780   0.0046262747  0.00017815927   0.0036565335  0.00017878737   0.0055758839  0.00018272109
            790   0.0045115325  0.00015832673   0.0036814763  0.00017393439   0.0051695595  0.00023368872
            800   0.0036644503  0.00016848137    0.002846972  0.00017481884   0.0044616518  0.00017242967
            810   0.0038565937  0.00013513014   0.0030578202  0.00012429714   0.0046114027  0.00015337622
            820    0.003543239  0.00015414798   0.0027625415  0.00016442647   0.0043181311  0.00015455889
            830   0.0034875225  0.00012337206   0.0028262467  0.00010655998   0.0040936253  0.00015174698
            840   0.0029502554  0.00015119466   0.0023159067  0.00015266561   0.0035780538  0.00015086351
            850   0.0030143528   0.0001137929   0.0024671103  9.7861305e-05   0.0035122551  0.00013125642
            860   0.0029584614   0.0001225638   0.0024419849   0.0001286505   0.0034100132  0.00013073945
            870   0.0027688842  0.00010990451   0.0022436172   9.493408e-05   0.0032513495  0.00012905406
            880   0.0025343149  0.00011421113   0.0020384416  0.00010735195   0.0029961262  0.00012709768
            890   0.0023726062   0.0001006435   0.0019537679  8.4881576e-05   0.0027200652  0.00012009401
            900   0.0021728578  9.5242875e-05   0.0017800909  7.8459236e-05   0.0025267971  0.00011400095
            910   0.0020082138  0.00011029751   0.0016433679  0.00011245864    0.002332952  0.00011644903
            920   0.0021073525  9.4069109e-05   0.0017211004  8.0406275e-05   0.0024585713   0.0001113755
            930   0.0017027309  0.00015908247   0.0012944837  0.00019441361   0.0020945897  0.00012667272
            940   0.0018341459  9.1129329e-05   0.0014836337  7.9655827e-05   0.0021405558  0.00010863248
            950   0.0017277789   8.608302e-05   0.0014210029  7.1380191e-05    0.001989088   0.0001048842
            960   0.0014023011  0.00018441528   0.0011084381  0.00020904483   0.0016431152  0.00015660224
            970   0.0013528013  8.3389111e-05   0.0011148112  7.9066922e-05   0.0015304294  9.7520055e-05
            980   0.0012780254  7.5556945e-05    0.001044712  6.5649317e-05   0.0014738637  8.7817459e-05
            990   0.0013692035  7.5355847e-05   0.0011388981  6.3890896e-05   0.0015413777  8.9335235e-05
           1000   0.0013692035  7.5355847e-05   0.0011388981  6.3890896e-05   0.0015413777  8.9335235e-05
