#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7638734    0.035578359      3.5045349    0.032515211      3.9988923    0.049645304
           -3.8      4.9529397    0.042125124      4.6024523    0.039693505       5.275551    0.057074228
           -3.6      6.4600227    0.047238935       6.031547    0.043812231      6.8150502     0.06561082
           -3.4      8.3747126     0.05468119      7.8373412    0.052539395      8.8146656    0.074389187
           -3.2      10.783405    0.060594255      10.083619    0.055948259      11.411341    0.084874873
             -3      13.771861    0.067554192      12.930842     0.06129903      14.444934    0.098841835
           -2.8      17.900851      0.0775151      16.809751    0.075544856      18.600785       0.118043
           -2.6      22.443325     0.09336965       21.08626    0.082177859      23.657023     0.12153678
           -2.4      28.358568    0.097643978      26.725379    0.092822289      29.633113     0.13448514
           -2.2      35.274505      0.1091811      33.268602     0.10564922      36.814382     0.15925327
             -2      44.049471     0.12477544      41.633851     0.12024553      45.861405     0.17186646
           -1.8      54.339928     0.13386867      51.439819     0.13014175      56.662813     0.18551729
           -1.6      66.373933     0.14950929       62.93846     0.14298067      68.907618     0.20813471
           -1.4      79.853755     0.16665414      75.804192     0.16157972      82.875893     0.24490699
           -1.2      94.914421     0.17965182      90.002899     0.22102966      98.732206     0.24910029
             -1      110.34513     0.22498461      104.62857     0.18708146      114.43513     0.28087984
           -0.8      125.61407     0.21786209      119.27581     0.20042039      130.36054     0.28659291
           -0.6      139.80785     0.22201846      132.82873     0.21459836      145.04053     0.31199907
           -0.4      150.42374     0.24261363      143.03846     0.21401207      156.11387      0.3117439
           -0.2      156.19125     0.22395052      148.37805     0.21990153      162.18162     0.31896899
              0      156.69071     0.25725992       149.0742     0.27674536      162.32823     0.31552543
            0.2      150.30596     0.27264187      143.01529     0.22446569      156.51018     0.31581817
            0.4      139.79408     0.22450083      133.01117     0.25874037      145.06617     0.29659208
            0.6      126.07497     0.21704549      119.79077     0.25826932      130.60505      0.2878964
            0.8      110.44472     0.18960946      104.88703     0.18840923       114.5577     0.26792267
              1      94.434494     0.17630805      89.632992      0.1806625       98.02306     0.24688607
            1.2      79.834151     0.16444813      75.816942      0.1551953      82.767614     0.23097289
            1.4      66.279498     0.17448233      62.751242     0.17297498      69.033861     0.22085296
            1.6      54.398799     0.15437534      51.427869     0.13542503       56.51327     0.19150559
            1.8       44.11149     0.12404503       41.74558     0.19617172      45.924962     0.16998995
              2      35.220849     0.11264171      33.246788     0.11155396      36.884949     0.15231367
            2.2      28.355985    0.096468394      26.681826     0.08902863      29.709547     0.13555338
            2.4      22.445788    0.087978748      21.080246    0.084807814      23.621533     0.12087787
            2.6      17.710479    0.078275875      16.603078    0.074928159      18.628103     0.10770248
            2.8       14.01576    0.068643505      13.087701    0.064213538      14.818311    0.095730793
              3      10.877832    0.061226582      10.183767    0.058881283      11.469908    0.084989128
            3.2      8.3618803    0.053029357      7.7901595    0.047935485      8.8474766    0.074270338
            3.4      6.3720879    0.047579946      5.9228958    0.043341588      6.7690194    0.065198433
            3.6      4.9446094     0.04069382      4.6066864     0.03698003      5.2374138    0.057259477
            3.8      3.7614281     0.03804064      3.4981899    0.039862051      4.0191234    0.051382194
              4      3.7614281     0.03804064      3.4981899    0.039862051      4.0191234    0.051382194
