#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16370141   0.0074706298     0.14134312   0.0065648267     0.19174796    0.010728437
           -3.8     0.30652024    0.010084586     0.27014686   0.0089864896      0.3452463    0.014472987
           -3.6     0.55799801    0.014541692     0.49963014     0.01388324     0.61424845    0.019032951
           -3.4     0.91249747     0.01765872     0.81645066    0.015523251      1.0130845    0.024931715
           -3.2      1.5563447    0.023354494      1.3979572     0.02081826       1.724023     0.03244404
             -3      2.5377583    0.031960107      2.3011344    0.031422537       2.770244    0.041291205
           -2.8      3.9944799    0.039242766      3.6483434    0.037242902      4.3555583    0.059484891
           -2.6      6.3006925    0.058649961      5.8460107    0.047978498      6.6455858    0.066174526
           -2.4      9.6666752    0.057393409       8.933338    0.051850319        10.2913    0.080238523
           -2.2      14.487347     0.07246509      13.500809    0.073357534      15.306951    0.098117082
             -2      21.457712    0.089924791      20.126652    0.087254224       22.41845     0.12137941
           -1.8      31.318484     0.10419808      29.460095    0.099210774      32.723334      0.1432784
           -1.6       44.83905     0.12255114      42.314227     0.11500917      46.727727     0.17223359
           -1.4       63.32183     0.14741864       60.03201     0.14987466      65.821306     0.21209837
           -1.2      86.844811     0.16928214      82.465766     0.16222934      90.035913      0.2354508
             -1      116.39061     0.19529917       110.4911     0.18408321      120.82608     0.29151208
           -0.8      149.98156     0.25536569      142.50742     0.22097893      156.02407     0.31324757
           -0.6      184.82995     0.24785828      175.45644     0.23507392      192.07075     0.34787151
           -0.4      214.01404     0.33133955      203.14561     0.26292832      222.29973     0.37642332
           -0.2      231.42593     0.27099646      219.77986     0.34777394      240.46888      0.3814791
              0      231.40482     0.27551547      219.76671     0.26455828      240.79285     0.39312408
            0.2      214.11759     0.26113241      203.33069     0.28969693       223.0284     0.36431716
            0.4      184.26252     0.25466297      175.22781     0.29008351      190.77382     0.34922445
            0.6        150.462     0.26287118      143.04524      0.2295618      155.42487     0.31667642
            0.8      116.72044     0.19685933      110.73798     0.18969866      121.25395     0.27697876
              1      87.022156     0.17262304      82.584181      0.1710051      90.284784      0.2393887
            1.2      63.142125     0.15718407      59.716539     0.14527944      65.596592     0.20299127
            1.4      44.605063     0.15174565      42.171335     0.15391548      46.466832     0.18789715
            1.6      31.314441     0.11393715      29.343492    0.099697903      32.679876     0.14305016
            1.8      21.557099    0.086491569      20.326389     0.16540006      22.641012       0.119565
              2      14.522427    0.076185383      13.515695    0.082189262       15.43318     0.10110365
            2.2      9.6765225    0.059181786      8.9560413    0.057706903      10.346509    0.081232237
            2.4      6.2306039    0.047747058      5.7368221    0.044764809      6.6731368    0.066500238
            2.6      4.0526773    0.038522091      3.6859779    0.035542377      4.4094533    0.053025416
            2.8      2.4775042     0.03008772      2.2484429    0.028043194      2.6954727    0.041153054
              3      1.5324735     0.02395586      1.3698764    0.022206121      1.7029342    0.032910276
            3.2     0.91838848    0.017557983     0.81671101    0.014936955      1.0233716    0.025413998
            3.4     0.54996249    0.013633896     0.48876698     0.01202813     0.61227826    0.019601252
            3.6     0.31083521    0.010183994     0.27085191   0.0084788629      0.3587156    0.014647086
            3.8     0.16998371   0.0075298281     0.14926092   0.0066127716     0.19246423    0.010972979
              4     0.16998371   0.0075298281     0.14926092   0.0066127716     0.19246423    0.010972979
