#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.450535    0.068482176      12.623374     0.07141108      14.105121     0.09317019
            0.2      38.326675     0.10837422      35.887817     0.10274815       40.20656     0.14932274
            0.4      58.992249     0.13726846      55.437599      0.2051021      61.906851     0.18574775
            0.6      75.376764     0.15343854      70.765221     0.14928277      78.830408     0.21190548
            0.8      88.192763     0.16489606      82.930333     0.15213311      92.142759     0.23014218
              1      98.312432     0.17994965      92.484636     0.17160358      102.70593     0.24957871
            1.2      107.32267     0.18322176      101.22301     0.17457464       111.9792      0.2538978
            1.4      116.33764     0.19454056       109.6255      0.2350351      121.42613     0.26682494
            1.6      125.84736     0.21116243       118.8727     0.19197571      131.03804     0.28010868
            1.8      135.62882     0.25904553       128.3802     0.20342857      141.48277     0.29694274
              2      148.71176     0.22088917      141.28936     0.26659141      154.52613     0.31077212
            2.2       165.5016     0.27202172      157.01411     0.23256682      171.47255      0.3242497
            2.4        185.472     0.27444429      176.50868     0.24501183      192.57682     0.34723335
            2.6      210.67678     0.26427803       200.8491     0.26093756      218.39273     0.38519553
            2.8      238.76295      0.2894407      228.21217     0.32581538       246.6497     0.47613348
              3      242.42808     0.29355771      231.73521     0.31539883      250.58979     0.41011719
            3.2      119.31219      0.2167604      113.57143     0.20890971      123.74066     0.28968019
            3.4      68.313654     0.19619698      64.656302     0.16362774      70.898489     0.22369023
            3.6      42.975434     0.12178292      40.470656     0.11330945      44.945903     0.17619601
            3.8      28.391443    0.099247455      26.639238    0.091807624      29.846684     0.13973128
              4      19.207482    0.081537462      17.967097    0.076743397      20.319017     0.11611161
            4.2      13.101972    0.068781573      12.235139     0.06587962      13.916908    0.094158153
            4.4      8.9967755    0.056124874      8.3617417    0.051049925      9.6119969    0.077986785
            4.6      6.3340127    0.046803194      5.8846909    0.042758069      6.7500296    0.067248209
            4.8      4.3052213    0.038076878      4.0062793    0.034357221        4.58199    0.054739021
              5      4.3052213    0.038076878      4.0062793    0.034357221        4.58199    0.054739021
