#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1031837   0.0044449491    0.085513335    0.003660121     0.12481918   0.0054702683
           -3.8      0.1943547   0.0060225715     0.16059499   0.0049578589     0.23614335   0.0073950863
           -3.6     0.33532557   0.0079279575     0.27935836    0.006612867     0.40347249   0.0096747165
           -3.4      0.6109184    0.010654564     0.51256113    0.008899135     0.72860653    0.012884622
           -3.2      1.0722147    0.014105802     0.90463764    0.011856532      1.2703951    0.016980434
             -3      1.7877503     0.01814347       1.517178    0.015336674      2.1039092    0.021630132
           -2.8      2.9335072    0.023119446       2.502733    0.019664673       3.429621    0.027458291
           -2.6       4.690115     0.02915252      4.0297392    0.024970519      5.4357882    0.034319305
           -2.4      7.3798925    0.036366672      6.3754915    0.031334298      8.4974738     0.04233628
           -2.2      11.395023    0.044979812      9.8989317    0.039030472      13.031914    0.052003381
             -2      17.186426    0.055034715      15.000016    0.047977111      19.542763    0.063136868
           -1.8      25.534286    0.066778182      22.398909     0.05854209      28.853855    0.076208223
           -1.6       37.24442    0.080286685      32.799389    0.070671225      41.884262    0.090959383
           -1.4      53.085973    0.095405869      46.900659    0.084296464       59.46326     0.10766786
           -1.2      73.809148     0.11192144      65.358231    0.099170236      82.451587      0.1258099
             -1      99.715749     0.12943758      88.449296     0.11661306      111.14463     0.15764411
           -0.8      129.37059     0.14638158      114.82562     0.13004913      144.12287     0.16415447
           -0.6      159.63996     0.16156104       141.7256      0.1435587      177.80019     0.18100408
           -0.4      186.00673     0.17343991      165.11677     0.15415469      207.22085     0.19443259
           -0.2      200.96115     0.17979047      178.37063     0.15970575      223.91414     0.20151987
              0      200.93508     0.17982944       178.3369     0.15978654      223.91022      0.2015836
            0.2      185.72813      0.1734703       164.8391      0.1540977      206.95698     0.19452548
            0.4      160.05116     0.16192846      142.03004     0.14389406      178.37079     0.18188631
            0.6      129.71357     0.14675281      115.05662     0.13026153      144.63907     0.16463629
            0.8      100.16995     0.12981314      88.777375     0.11544801      111.79933     0.14676263
              1      74.046703     0.11229914      65.516838    0.099434224      82.809185     0.12648412
            1.2      53.371823    0.095826611      47.121735     0.08462119      59.843344     0.10821293
            1.4      37.417769    0.080616199      32.920374    0.070902143      42.134019    0.091496985
            1.6      25.790845    0.067270465      22.603383    0.058911965      29.179506    0.076752923
            1.8      17.352103    0.055409314      15.128359    0.048247475      19.760203    0.063715567
              2      11.513417    0.045377849      9.9903619    0.039300781      13.187677    0.052614363
            2.2      7.4940215    0.036767289      6.4734864    0.031819561      8.6297962    0.043665277
            2.4      4.7318333    0.029322385      4.0589285     0.02510344      5.4968189    0.034651178
            2.6      2.9112488    0.023110159      2.4828901    0.019639069      3.4057905    0.027403104
            2.8      1.7926845    0.018174322      1.5196277    0.015360341      2.1131322    0.021677186
              3      1.0648546    0.014021274     0.89811692    0.011786062      1.2627195    0.016813459
            3.2      0.6311243    0.010833193     0.52853245   0.0090416456     0.75485061    0.013128954
            3.4     0.33657679   0.0079431499     0.27993439   0.0065864858     0.40573862   0.0096695824
            3.6     0.18061396   0.0058600406     0.14967024   0.0048355283     0.21881679   0.0071823632
            3.8     0.10334349   0.0044421613    0.085367111    0.003649374     0.12555548   0.0054720778
              4     0.10334349   0.0044421613    0.085367111    0.003649374     0.12555548   0.0054720778
