#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.55070769    0.011151322     0.44904283   0.0090616551     0.67744763    0.013923637
           -3.8     0.85757918    0.013030197     0.70332087     0.01072765      1.0475473    0.016920921
           -3.6      1.3166692     0.01563652      1.0827848    0.012800955       1.604877    0.019268912
           -3.4      1.9369844    0.018740343      1.6007196    0.015416125      2.3480088    0.022997136
           -3.2      2.9219405     0.02298358       2.429272    0.019045377      3.5177343     0.02815891
             -3      4.2900802    0.027924578      3.5830754    0.023258985      5.1410659    0.033778108
           -2.8      6.2187376    0.033675341      5.2266812    0.028225879      7.3994576    0.040530018
           -2.6      9.1993899     0.04097268      7.7787403    0.034578399      10.871042    0.048873343
           -2.4      13.413289    0.049419746      11.423251     0.04217191      15.719021    0.058624575
           -2.2      19.340788    0.059224268      16.582863    0.051453554      22.485369    0.071598005
             -2      27.594621     0.07045468      23.808394      0.0607951      31.843305    0.082067784
           -1.8      38.472401    0.082758664      33.410419     0.07185175      44.042842    0.095618175
           -1.6      52.003872     0.09558083      45.431118    0.083496311      59.101577     0.10942482
           -1.4      68.122196     0.10858966      59.859543    0.095431989      76.855761     0.12331712
           -1.2      86.583596     0.12148539      76.495673     0.10738052      97.010208      0.1370215
             -1      105.66121     0.13320591      93.753992     0.11835969      117.74169     0.14946505
           -0.8      124.06609     0.14335143      110.49081     0.12782294      137.60408      0.1599895
           -0.6      139.99086     0.15144977      125.02703     0.13540747      154.70731     0.16817847
           -0.4      152.00971     0.15727854       136.0053     0.14223842      167.59589     0.18452494
           -0.2      158.37229     0.16023611      141.79432     0.14365947       174.4852     0.17726228
              0      158.60503     0.16034918      141.98071     0.14372865      174.77614     0.17738858
            0.2      152.35446     0.15736936       136.3009     0.14098061      168.01119     0.17447951
            0.4      140.16851     0.15152439      125.17766     0.13545765      154.91987     0.16827567
            0.6      123.90214     0.14328269      110.35152     0.12773189      137.41233     0.15989587
            0.8      105.63805     0.13316838      93.741619     0.11826464      117.70592     0.14922331
              1      86.564469     0.12149782      76.482185     0.10742596      96.985382     0.13714323
            1.2      68.268046     0.10870666      60.000739    0.095583999       76.99528     0.12343621
            1.4      52.153482    0.095719011      45.570585    0.083666271      59.253782     0.10958261
            1.6      38.558726    0.082848103      33.505594    0.072150667       44.10771    0.096336775
            1.8      27.733736    0.070644183      23.925273     0.06090393       32.01219    0.082210096
              2      19.451066    0.059398677      16.666131    0.050839401      22.636471    0.069730496
            2.2      13.365805    0.049377191      11.378125    0.041968841      15.672758    0.058492331
            2.4      9.1659877    0.040908832      7.7552373    0.034543377      10.823829    0.048905835
            2.6      6.2391144    0.033722181      5.2459837    0.028303911      7.4194381    0.040699363
            2.8      4.2638503    0.027864119      3.5621478    0.023197795      5.1073346    0.033775007
              3       2.879976    0.022861939      2.3928123    0.018933971      3.4706069    0.027942946
            3.2      1.9475063    0.018821357      1.6090133    0.015487346      2.3621248    0.023078157
            3.4      1.3264899     0.01565836      1.0901909    0.012815122      1.6180855    0.019295402
            3.6     0.86653338    0.013107902     0.70875746    0.010673854      1.0625014    0.016252184
            3.8     0.54815407    0.010945953     0.44617631   0.0088875285     0.67585564    0.013600852
              4     0.54815407    0.010945953     0.44617631   0.0088875285     0.67585564    0.013600852
