#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.8541146    0.022538331      2.4781524    0.019510798      3.2729877    0.026104402
           -3.8       3.715863    0.025687097      3.2329506     0.02228556      4.2500276    0.029690234
           -3.6      4.9530636    0.029593341      4.3154377    0.025729685      5.6534311    0.034077059
           -3.4       6.566655    0.034044281      5.7284742    0.029641327      7.4835845    0.039157797
           -3.2      8.4850176    0.038685621      7.4129988     0.03390631      9.6493358    0.044787635
             -3      11.011154    0.043970564      9.6349393    0.038424774      12.498337    0.050305621
           -2.8      14.265318    0.050005677      12.509032    0.043795351      16.147299    0.057075294
           -2.6       18.28591    0.056522082      16.053404     0.04958751      20.666237    0.064336882
           -2.4      23.128468     0.06346289      20.345744    0.055796313      26.071357    0.072056243
           -2.2      29.412201     0.07143404      25.917272    0.062946871      33.080589    0.080895012
             -2      36.711276    0.079667407      32.400676     0.07032862      41.200029    0.090015065
           -1.8      45.920927    0.088936855      40.579711    0.078621005      51.450397     0.10041747
           -1.6       56.13599     0.09815014      49.674546    0.086890932      62.785504     0.11048148
           -1.4      68.053665     0.10793674       60.31453    0.098124048       75.93813     0.13687615
           -1.2       81.35906     0.11758204       72.12641     0.10431642      90.772427     0.13192618
             -1       95.23318     0.12689203      84.490185     0.11277776      106.13946     0.14249555
           -0.8      109.19959     0.13551214      96.933908     0.12039247      121.60838     0.15181482
           -0.6       121.4348     0.14258432      107.81379     0.12673656      135.19787     0.15981053
           -0.4      131.20877     0.14794856      116.51577     0.13148806       146.0332     0.16557341
           -0.2      136.78788     0.15094067      121.47549     0.13418558      152.23075     0.16898547
              0      136.77858     0.15093432       121.4597     0.13415501      152.23426     0.16913768
            0.2      131.59381     0.14819494      116.83963     0.13168398       146.4964     0.16597268
            0.4      121.80026     0.14282872      108.13632     0.12692386      135.61616     0.15997229
            0.6      109.28149     0.13561597       96.98076     0.12044623      121.75246     0.15194603
            0.8      95.378794     0.12706541      84.591145     0.11280165      106.35645     0.14252984
              1      81.424888     0.11775103       72.17673     0.10444078      90.859896     0.13225416
            1.2      68.429555     0.10821268      60.587965    0.095891568      76.478742     0.12171929
            1.4      56.368426    0.098467937      49.857261    0.087124814       63.08845     0.11086057
            1.6        45.9849     0.08913672      40.621558     0.07877478      51.553235     0.10063407
            1.8       37.07204    0.080215486      32.703075    0.070837831      41.636926    0.090985391
              2      29.532725    0.071735348      25.996248    0.063131204      33.263357    0.081373273
            2.2      23.333446    0.063894044      20.505446    0.056139992      26.338822    0.072679602
            2.4      18.381141     0.05681476      16.131652     0.05001373      20.784657    0.065539724
            2.6      14.373685    0.050353107      12.589973    0.044098762      16.296674    0.057732399
            2.8      11.160004    0.044429995      9.7527614    0.038778543      12.690848    0.050990839
              3       8.629967    0.039178694      7.5266132    0.034108366      9.8395553     0.04507261
            3.2       6.574239    0.034217704      5.7283635    0.029758213      7.5055764    0.039443859
            3.4      5.0635407    0.030099304      4.4028813    0.026123195      5.7963034    0.034827077
            3.6      3.8082484    0.026158728      3.3052234    0.022636467      4.3694191    0.030376753
            3.8      2.8690344    0.022801194      2.4871861     0.01970191      3.2969723    0.026601938
              4      2.8690344    0.022801194      2.4871861     0.01970191      3.2969723    0.026601938
