# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.136702    0.046922301      10.728834    0.041450157      13.563108    0.053111025
            0.2        34.5824    0.078554559      30.571463    0.069417501        38.6593     0.08861977
            0.4      53.002832    0.096550884      46.853401    0.085363869      59.267283     0.10884366
            0.6      67.286825      0.1081704      59.496833    0.095659204      75.232264     0.12174553
            0.8      78.439113     0.11625858      69.387639     0.10288754      87.671275     0.13079628
              1      87.266523     0.12219626      77.205873      0.1081726      97.546178     0.13743313
            1.2      94.623696     0.12686978      83.749315      0.1123632      105.73263     0.14268563
            1.4      102.11355     0.13142138      90.396951     0.11676248       114.0944     0.14881578
            1.6      109.49339     0.13573166      96.949958     0.12028013      122.33606      0.1524685
            1.8      118.41336     0.14075745      104.88006     0.12480683      132.27046     0.15809527
              2      129.13662     0.14653632      114.40408     0.12995894      144.23248     0.16440528
            2.2      142.57476     0.15338917      126.36569     0.13611512      159.17372     0.17203039
            2.4      159.35908     0.16139798      141.35585     0.14341763        177.744     0.18118171
            2.6      179.28021     0.17012744      159.12615     0.15121077      199.80831     0.19075737
            2.8       201.8726     0.17913556      179.36368     0.15930955      224.66902     0.20058379
              3      202.84835      0.1792326      180.36222     0.16067167      225.48801     0.21010136
            3.2      98.638158      0.1285761      87.216076     0.11368175      110.45504      0.1453034
            3.4      55.185651    0.097361582      48.551146    0.085608452      62.203802     0.11073539
            3.6      34.081846    0.077054235      29.871153    0.067587626      38.606598    0.088576952
            3.8      22.117359    0.062405371        19.3104    0.054385247      25.181069     0.07173082
              4      14.639438    0.050939086      12.751288    0.044400263      16.718195    0.058940395
            4.2      9.8976855      0.0420488      8.6024114    0.036436913      11.335425    0.048685092
            4.4      6.7373527    0.034785188      5.8419015    0.030069073      7.7393647    0.040409708
            4.6      4.6127458    0.028819338      3.9928205    0.024845758      5.3111889    0.033595196
            4.8      3.1799279    0.023960195      2.7500893    0.020641448       3.665525    0.027944403
              5      3.1799279    0.023960195      2.7500893    0.020641448       3.665525    0.027944403
