#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.8966462    0.029677203      4.1739771    0.025228567      5.7466883    0.035152163
           -3.8      6.2424307    0.033525246      5.3365162     0.02858386      7.2990838    0.039580988
           -3.6      7.8824486     0.03764633       6.752008    0.032184016      9.1945255    0.044280591
           -3.4      9.9477884    0.042294368      8.5417071    0.036246637      11.569809    0.049618739
           -3.2       12.47297    0.047306171      10.744762    0.040675414      14.446603    0.055226775
             -3      15.645926    0.052922952      13.514482    0.045643096      18.058349    0.061556244
           -2.8      19.577929    0.059077626      16.963071    0.051125153       22.50851      0.0684201
           -2.6      24.270477    0.065643374      21.092543     0.05775942      27.792026    0.077805007
           -2.4      29.697169    0.072458377      25.887752    0.063118421      33.874367    0.083237436
           -2.2      36.050608    0.079597466      31.515342    0.069601961      40.966159    0.091191114
             -2      43.670592    0.087347473       38.30408    0.076602712      49.409518    0.099541634
           -1.8      52.152614    0.095157716      45.878577    0.083709771      58.777551     0.10795507
           -1.6      61.433273     0.10292504      54.220328    0.090877901      68.934387     0.11634027
           -1.4      71.171471     0.11038878      63.016168     0.09779246      79.522772     0.12410731
           -1.2      80.763227     0.11718465      71.706191     0.10412264       89.91045     0.13111686
             -1      90.654151     0.12386321      80.749361      0.1122971      100.46955     0.15124191
           -0.8      99.123201     0.12906638      88.461215     0.11533128      109.59188     0.14350729
           -0.6      106.49741     0.13348932      95.204988     0.11951663      117.48285     0.14796312
           -0.4      111.26752     0.13625539      99.581741      0.1220927      122.55838     0.15073177
           -0.2      114.17073     0.13793025      102.25712     0.12370709      125.62938     0.15242358
              0      114.40804     0.13809238      102.46515     0.12384167      125.90067     0.15254082
            0.2      111.55089     0.13642571      99.851222     0.12229682      122.84553     0.15097981
            0.4      106.49909     0.13347815       95.21009     0.11951304      117.47822     0.14805155
            0.6      99.425677     0.12926061      88.734217     0.11551491        109.923     0.14381946
            0.8      90.419871     0.12359239      80.509792     0.11016217      100.28211     0.13778836
              1       80.95637     0.11732927      71.889439     0.10428393      90.103137     0.13139262
            1.2      70.963345     0.11024361      62.836387    0.097725792      79.279732     0.12406449
            1.4      61.487139     0.10294544      54.278737    0.090923114      68.979401     0.11621999
            1.6       52.06373    0.095058093      45.815288    0.083681778      58.651209     0.10789039
            1.8      43.791672    0.087485938      38.419228    0.076914795      49.531047     0.10031099
              2      36.439327    0.080036001      31.856568    0.069932032       41.40941     0.09155271
            2.2      29.747992    0.072537512      25.928134    0.063177278      33.940436    0.083358951
            2.4      24.128747    0.065472544      20.961907    0.056826799      27.643998    0.075611059
            2.6      19.677654    0.059267646      17.045969    0.051274939      22.629326    0.068746914
            2.8       15.68799     0.05299018      13.549794    0.045708157      18.111297    0.061640604
              3      12.578734    0.047494269       10.83899    0.040858473      14.563988    0.055509903
            3.2      9.9272529    0.042248712      8.5294938    0.036216879      11.535843    0.049628391
            3.4      7.8390945    0.037573388      6.7183824    0.032131387      9.1384747    0.044255858
            3.6      6.2036986    0.033430626      5.2993807    0.028483002      7.2605635    0.039489137
            3.8      4.8772993    0.029622263      4.1613626    0.025212549      5.7163258    0.035045683
              4      4.8772993    0.029622263      4.1613626    0.025212549      5.7163258    0.035045683
