#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.7268307    0.029209854      4.1804832    0.025994428      5.3140936    0.032760183
            0.2      13.769017     0.04877484      12.209961    0.043410922      15.421641    0.054663916
            0.4      22.021077    0.061243688      19.555574    0.054550042      24.610812    0.068581345
            0.6      29.401221    0.070526578      26.123469    0.062768497      32.826321    0.078995091
            0.8       36.14085    0.078109279      32.121241    0.069535873      40.329196    0.087498955
              1      42.903877    0.085061624      38.110184    0.075646141      47.898728    0.095319059
            1.2      50.052497    0.091874254      44.435384    0.081640209      55.906295     0.10301306
            1.4      58.754979    0.099527779      52.152775    0.088454491      65.620917     0.11178001
            1.6       69.70334     0.10831716      61.845902    0.096174853      77.863663     0.12154018
            1.8      84.755803     0.11922872      75.198175     0.10584772      94.647563      0.1337411
              2      106.01975     0.13284448       94.07445     0.11795936      118.31677     0.14892496
            2.2      137.32477     0.15022773       121.9176     0.13355601      153.06254      0.1683808
            2.4      182.35908     0.17144465       162.0156     0.15370579      202.92703     0.20122917
            2.6      245.39021     0.19578327      218.12081     0.17418046      272.72352      0.2189291
            2.8      326.09937      0.2210074      290.02438     0.19669543      361.90946     0.24695359
              3      362.36269     0.23102157      321.97526     0.20544036      402.42474     0.25889797
            3.2      141.77803      0.1547486      124.06808     0.13584134      160.54473     0.17827736
            3.4      59.753224     0.10328346      51.483503    0.088910973      68.986071     0.12055102
            3.6      27.741286    0.071279755      23.608029    0.060660858      32.510521    0.084556285
            3.8      13.472779     0.05023838      11.332135    0.042139406      16.009431    0.060422405
              4       6.760079    0.036011123      5.6314508    0.029920072      8.1221871    0.044080712
            4.2      3.4778439    0.026214171      2.8723074    0.021577659      4.2202797    0.032249615
            4.4      1.8551245    0.019632103      1.5227641    0.016027244      2.2660487    0.024353018
            4.6     0.96080021    0.014302299     0.78176503    0.011603199      1.1859169    0.017829255
            4.8     0.50825035    0.010768041     0.41145824   0.0086941717     0.63071313    0.013546408
              5     0.50825035    0.010768041     0.41145824   0.0086941717     0.63071313    0.013546408
