# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.8348931    0.022472862      2.4596207    0.019462771       3.253837    0.026038833
           -3.8      3.7551352     0.02586884      3.2612148    0.022411267      4.3043398    0.029921955
           -3.6      4.9811111    0.029733652      4.3335554    0.025825936      5.6971013    0.034291784
           -3.4      6.5341366    0.034024516      5.7005615    0.029627707      7.4450201    0.039255887
           -3.2      8.6114164    0.038996282      7.5229102    0.034022891      9.7953463    0.044741834
             -3      11.114001    0.044235583      9.7256729    0.038666737      12.613856    0.050581756
           -2.8      14.215565    0.049958521      12.456439    0.043753182      16.105488    0.057090683
           -2.6       18.36942     0.05668342      16.123863    0.049730553      20.766177    0.064513044
           -2.4      23.305852    0.063768686      20.491546    0.056046655      26.289004    0.072417291
           -2.2      29.362847    0.071449684      25.866032    0.062924363      33.036932    0.080927416
             -2      36.788575    0.079845611      32.458489     0.07046325      41.308844    0.090273356
           -1.8      45.691983    0.088787396      40.365964    0.078458209      51.216613     0.10013923
           -1.6      56.186538     0.09823349      49.711114    0.086942518      62.856097     0.11058443
           -1.4       68.13531     0.10789666      60.353035    0.095653176      76.105002      0.1212042
           -1.2      81.341476     0.11758364      72.117281     0.10432185      90.742922     0.13191377
             -1      95.388318     0.12696899       84.63827     0.11280173      106.29849     0.14249416
           -0.8      109.28706     0.13551658      97.019717     0.12040691      121.69691      0.1517728
           -0.6      121.56197     0.14268322      107.99046     0.12847043      135.21506      0.1712718
           -0.4      131.45269      0.1480033      116.74397     0.13154578      146.28803     0.16567418
           -0.2      136.79226     0.15084981      121.50854     0.13411582      152.17942     0.16890501
              0       136.5188     0.15073284      121.25791     0.13404524      151.89649     0.16879566
            0.2      131.01055     0.14781616      116.35943       0.131406      145.77593       0.165578
            0.4      121.46459     0.14258266      107.84718     0.12669018      135.22389      0.1596701
            0.6      109.33323     0.13562974      97.041319     0.12057864      121.78039     0.15247336
            0.8       95.35125     0.12702933      84.577753     0.11278572      106.30211     0.14255759
              1      81.380355     0.11771099      72.140236     0.10479064      90.809184     0.13326446
            1.2      68.057531     0.10794693       60.25374    0.095620985      76.070602     0.12137195
            1.4      56.577945    0.098694646      50.038925    0.087337777      63.330449     0.11119835
            1.6      45.944297    0.089152574      40.570691     0.07874751      51.532016     0.10066881
            1.8      37.028496    0.080213362      32.640247    0.070719034      41.628468     0.09069396
              2      29.536868    0.071815045      25.998782     0.06320127      33.270384    0.081474065
            2.2      23.555577    0.064255882      20.698534    0.056471615       26.59269    0.073212029
            2.4       18.47158     0.05701241      16.198669      0.0499962      20.907708    0.065281081
            2.6      14.404036    0.050467595      12.605916    0.044133473      16.349163    0.057769299
            2.8       11.16474    0.044477193       9.747098    0.038798827      12.712957    0.051022659
              3      8.6016827    0.039153163      7.4999052    0.034088706      9.8096338    0.045085043
            3.2       6.577195    0.034266828      5.7284753    0.029790395       7.512435    0.039499385
            3.4       5.078308    0.030149611      4.4098809    0.026135833      5.8244449    0.034851206
            3.6      3.8380992    0.026277417      3.3255375    0.022710017      4.4129545    0.030506162
            3.8       2.929781    0.022978936      2.5345231    0.019837426       3.376132    0.026696214
              4       2.929781    0.022978936      2.5345231    0.019837426       3.376132    0.026696214
