#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.413552    0.057620494      16.266008     0.05085967      20.616788    0.064997366
            0.2      51.581407    0.095376138      45.592783    0.084270075      57.710089     0.10756281
            0.4         75.851     0.11459084      67.076928     0.10134085      84.816673      0.1290579
            0.6      91.466564     0.12502542      80.924592      0.1107711      102.23667     0.14096581
            0.8      100.47524     0.13051921      88.922391     0.11562989      112.27577     0.14720889
              1      105.29526     0.13328851      93.187936     0.11801658      117.67882     0.14987198
            1.2      109.00776     0.13547934      96.491034     0.12162462      121.80531     0.16420568
            1.4      112.26739     0.13723465      99.342895     0.12152077      125.53676     0.15425565
            1.6      116.86714     0.13982876      103.42846      0.1238526      130.67915     0.15714708
            1.8      123.47502     0.14348874      109.29446     0.12720766      138.05933     0.16137445
              2      132.71834     0.14839321      117.48305     0.13149556      148.40927     0.16674667
            2.2      144.84968     0.15454898       128.3158     0.13710073      161.83869     0.17366787
            2.4       160.4827       0.161958       142.2577     0.14400808      179.16423     0.18262787
            2.6      180.42771     0.17069232       160.0596     0.15162117      201.23912     0.19147351
            2.8      202.11765     0.17927755      179.48402     0.15936457      225.11121     0.20117163
              3      195.68074     0.17637802      173.90653      0.1567354      217.66478       0.197915
            3.2       64.56122     0.10507933      56.893838    0.092473836      72.559264     0.11933997
            3.4       24.18014    0.065330812      21.073419    0.056827683      27.547805    0.075535501
            3.6      10.374069    0.043255484      8.9517879    0.037176146      11.965227    0.050646237
            3.8      4.6508657    0.029212844      3.9749182    0.024837888       5.426668    0.034612388
              4      2.1346702    0.019917468      1.8112989    0.016808306       2.512186    0.023854483
            4.2     0.95871963    0.013456675     0.80424723     0.01123342      1.1442312    0.016266801
            4.4     0.42600219   0.0090306457      0.3559992   0.0075190539     0.51035127    0.011037371
            4.6     0.19360368   0.0061118244     0.16036739   0.0050285955     0.23457907   0.0075245568
            4.8    0.085059171   0.0039932602    0.069993303    0.003274134     0.10386775   0.0049247304
              5    0.085059171   0.0039932602    0.069993303    0.003274134     0.10386775   0.0049247304
