# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      100.30403      0.1307401      88.585193     0.11542597      112.33951     0.14751743
            0.2      99.400269     0.13006519      87.797689     0.11486933      111.32038     0.14671632
            0.4      98.007041     0.12908058      86.603542     0.11417673      109.70517     0.14586751
            0.6      97.135845     0.12841908      85.841773     0.11365352      108.73911      0.1452302
            0.8      97.240742     0.12852875      85.970157     0.11538017       108.8026     0.15727154
              1       98.49023     0.12915267      87.043511     0.11420244      110.28711     0.14544601
            1.2      101.06657     0.13071419      89.336097     0.11563193      113.16874     0.14720456
            1.4      105.44958     0.13335944      93.230145     0.11798988      118.06252     0.15011191
            1.6      112.09141     0.13724264       99.13645     0.12149258      125.46184     0.15446337
            1.8      120.94552     0.14222757      106.99653     0.12603061      135.34755     0.16015726
              2      132.64804     0.14847756      117.40078     0.13158873      148.37799     0.16708885
            2.2      147.53767     0.15594265      130.67235      0.1385406      164.89492     0.17602311
            2.4      166.14505      0.1645993      147.23541     0.14602091      185.56435      0.1848711
            2.6      187.96818     0.17384606      166.71605     0.15437031      209.69597     0.19529389
            2.8      208.59782     0.18171538      185.24626     0.16142465      232.29114     0.20397185
              3      155.56595     0.15886167      138.36096     0.14118346      172.85248     0.17825227
            3.2      155.56595     0.15886167      138.36096     0.14118346      172.85248     0.17825227
