# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.3431936    0.024523679      2.9278194    0.021487915      3.7917731    0.027899772
            0.2      9.7032133    0.041667997      8.4977377    0.036519185      11.003771    0.047388017
            0.4      15.494699    0.052556755      13.566626    0.046066774      17.573682    0.059866803
            0.6      20.518235    0.060369665      17.961967    0.052885173      23.272334    0.068702302
            0.8      25.077144    0.066622413      21.948118    0.058347724      28.446143    0.075848863
              1      29.078969    0.071635963       25.45007      0.0627291      32.979755    0.081556933
            1.2      33.478631    0.076737812      29.308229     0.06723046      37.952723    0.087337229
            1.4      38.013214    0.081629786       33.27621    0.071538965      43.087361    0.093032967
            1.6      43.765663    0.087424657      38.326969     0.07662987      49.578263    0.099455176
            1.8      51.021937    0.094193428      44.686677    0.082553541      57.783641      0.1070982
              2      61.267576     0.10290446      53.693373     0.09065544      69.321581     0.11817839
            2.2      76.741954     0.11468009      67.309513     0.10064984      86.731417     0.13019424
            2.4      101.45125     0.13095302      89.096604     0.11508498      114.46631     0.14845673
            2.6      146.70611     0.15555599      129.06457     0.13693683      165.15848     0.17601357
            2.8      244.99698     0.19551614      216.31733      0.1728717      274.58935     0.22078938
              3      464.24084     0.25174777       414.3625      0.2257774      513.65398     0.28761602
            3.2      261.23412     0.20096099       233.4099     0.17971476      288.70726     0.22398195
            3.4      143.65266     0.15392909      128.01626     0.13722124      159.25716     0.17205793
            3.6      86.004915     0.12091368      76.416057     0.10743924      95.695365     0.13560675
            3.8      54.322512    0.096893923       48.13912    0.085853805      60.637321     0.10921751
              4      35.403303    0.078683216      31.306426    0.069548666      39.621181     0.08906672
            4.2      23.849695    0.064780045      21.040712    0.057114831      26.774444    0.073514954
            4.4      16.539057    0.054057118      14.561455    0.047581129      18.614719    0.061471295
            4.6      11.640678    0.045439747      10.235542    0.039923566      13.125243    0.051734235
            4.8      8.3288577    0.038493635       7.318123    0.033773146      9.3996072    0.043841793
              5      8.3288577    0.038493635       7.318123    0.033773146      9.3996072    0.043841793
