#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.328067    0.057527052      16.194476    0.050796767      20.511908     0.06498047
            0.2      51.283112    0.095123095      45.320363    0.084031001      57.389531      0.1073186
            0.4      75.533148     0.11436607      66.791682     0.10113033      84.473054     0.12887925
            0.6      90.960437     0.12472337      80.464802     0.11033991      101.69099     0.14041106
            0.8      99.895313     0.13017065      88.390563     0.11521148      111.66024      0.1464727
              1      104.93631     0.13308928      92.853187       0.117818      117.30541     0.14969653
            1.2      108.37175     0.13502716      95.921912     0.11988407      121.11479     0.15279169
            1.4      112.24603     0.13721631      99.327013     0.12153978       125.5082      0.1544125
            1.6       116.5884     0.13967926      103.17936     0.12371356      130.36837     0.15706258
            1.8      123.42703     0.14346031      109.23842     0.12710088      138.02712      0.1612611
              2      132.26679     0.14816694      117.10194     0.13132694      147.86886     0.16646433
            2.2      145.18028     0.15472684      128.58921     0.13721011      162.24068     0.17376703
            2.4       161.2725     0.16232515       142.9667     0.14414702      180.03661     0.18238854
            2.6      181.11593     0.17096257      160.69235     0.15191286      201.97108     0.19191372
            2.8      202.44864     0.17939218      179.80169     0.15949391      225.44369      0.2011647
              3      196.69191     0.17679743       174.8114     0.15837023      218.76579     0.20742346
            3.2      64.848348     0.10533245      57.159733    0.092870953      72.855335     0.12026217
            3.4      24.286774    0.065427881      21.167875    0.056894273      27.668794    0.075441699
            3.6      10.441648    0.043392163      9.0087028    0.037461217      12.044193    0.050963135
            3.8      4.6405377    0.029244349      3.9657047    0.024866045      5.4154934    0.034634387
              4      2.1298417    0.019882945      1.8034655    0.016755867       2.513495     0.02381226
            4.2     0.95229829    0.013463611     0.80080527    0.011248179      1.1327909    0.016269747
            4.4     0.42042474   0.0090193925     0.35114352   0.0074814327     0.50422954    0.011006213
            4.6      0.1938793   0.0060994698     0.16048157   0.0050337499     0.23507566   0.0074658844
            4.8    0.075271319   0.0037617541    0.061901494   0.0030848327    0.091944314   0.0046366262
              5    0.075271319   0.0037617541    0.061901494   0.0030848327    0.091944314   0.0046366262
