#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -4.7641589              0     -4.7762971              0     -4.7520207              0
            0.2     -4.4175835              0     -4.4244652              0     -4.4107018              0
            0.4      -4.137006              0     -4.1430873              0     -4.1309247              0
            0.6     -3.9250385              0     -3.9310611              0     -3.9190159              0
            0.8     -3.7482884              0     -3.7546735              0     -3.7419033              0
              1     -3.6126035              0     -3.6181861              0     -3.6070209              0
            1.2     -3.5365944              0     -3.5423431              0     -3.5308457              0
            1.4     -3.5192667              0     -3.5246766              0     -3.5138568              0
            1.6     -3.5943157              0     -3.6002963              0     -3.5883351              0
            1.8     -3.7261995              0     -3.7327418              0     -3.7196572              0
              2     -3.9155438              0     -3.9213881              0     -3.9096995              0
            2.2     -4.2115596              0     -4.2179157              0     -4.2052035              0
            2.4     -4.5344493              0     -4.5413816              0      -4.527517              0
            2.6     -4.7997388              0     -4.8082549              0     -4.7912227              0
            2.8     -4.7919615              0      -4.801512              0      -4.782411              0
              3     -3.5733466              0     -3.5852964              0     -3.5613968              0
            3.2    -0.32935895              0     -0.3371229              0      -0.321595              0
            3.4   -0.093759147              0   -0.099241035              0   -0.088277259              0
            3.6   -0.065677581              0   -0.069732232              0    -0.06162293              0
            3.8   -0.054606207              0   -0.057718866              0   -0.051493548              0
              4   -0.037707346              0   -0.040221849              0   -0.035192843              0
            4.2   -0.027538536              0   -0.029536402              0    -0.02554067              0
            4.4   -0.023282579              0   -0.024805715              0   -0.021759443              0
            4.6   -0.015476378              0   -0.016761008              0   -0.014191748              0
            4.8   -0.012365638              0   -0.013448918              0   -0.011282358              0
              5   -0.012365638              0   -0.013448918              0   -0.011282358              0
