#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0013635134              0   0.0011785698              0    0.001548457              0
           -3.8  -0.0024532336              0  -0.0029554583              0  -0.0019510089              0
           -3.6    -0.09835018              0   -0.099538763              0   -0.097161597              0
           -3.4     -1.0537877              0     -1.0571812              0     -1.0503942              0
           -3.2     -1.9293202              0      -1.933883              0     -1.9247574              0
             -3     -2.0971841              0      -2.102194              0     -2.0921742              0
           -2.8     -2.0981907              0     -2.1032614              0       -2.09312              0
           -2.6      -2.072692              0     -2.0788739              0     -2.0665101              0
           -2.4     -2.0326907              0     -2.0383745              0     -2.0270069              0
           -2.2     -2.0065999              0     -2.0120059              0     -2.0011939              0
             -2     -1.9595921              0      -1.964941              0     -1.9542432              0
           -1.8     -1.9595364              0     -1.9654226              0     -1.9536502              0
           -1.6     -1.9394247              0      -1.944996              0     -1.9338534              0
           -1.4     -1.9374154              0     -1.9433685              0     -1.9314623              0
           -1.2     -1.9330195              0     -1.9386895              0     -1.9273495              0
             -1     -1.9238768              0     -1.9296948              0     -1.9180588              0
           -0.8     -1.9154055              0     -1.9210111              0     -1.9097999              0
           -0.6     -1.9154066              0     -1.9210322              0      -1.909781              0
           -0.4     -1.9173627              0     -1.9234517              0     -1.9112737              0
           -0.2     -1.9272503              0     -1.9329647              0     -1.9215359              0
              0     -1.9239568              0     -1.9298281              0     -1.9180855              0
            0.2     -1.9215046              0     -1.9271215              0     -1.9158877              0
            0.4     -1.9108635              0     -1.9165848              0     -1.9051422              0
            0.6     -1.9178361              0     -1.9240018              0     -1.9116704              0
            0.8     -1.9324239              0     -1.9384262              0     -1.9264216              0
              1     -1.9352323              0     -1.9411078              0     -1.9293568              0
            1.2     -1.9374533              0     -1.9431952              0     -1.9317114              0
            1.4     -1.9505738              0     -1.9567014              0     -1.9444462              0
            1.6     -1.9700949              0     -1.9757789              0     -1.9644109              0
            1.8     -1.9771189              0     -1.9826861              0     -1.9715517              0
              2     -2.0128925              0     -2.0183571              0     -2.0074279              0
            2.2     -2.0405997              0     -2.0464583              0     -2.0347411              0
            2.4     -2.0724217              0     -2.0781302              0     -2.0667132              0
            2.6     -2.1020615              0     -2.1072317              0     -2.0968913              0
            2.8     -2.0927473              0     -2.0989787              0     -2.0865159              0
              3     -1.9402253              0     -1.9451399              0     -1.9353107              0
            3.2     -1.0475298              0     -1.0508302              0     -1.0442294              0
            3.4   -0.098675126              0   -0.099848114              0   -0.097502138              0
            3.6  -0.0019277609              0  -0.0024139796              0  -0.0014415422              0
            3.8   0.0023293911              0   0.0019645138              0   0.0026942684              0
              4   0.0023293911              0   0.0019645138              0   0.0026942684              0
