#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.58588273              0    -0.58965325              0    -0.58211221              0
            0.2    -0.93989895              0    -0.94485284              0    -0.93494506              0
            0.4    -0.99691279              0     -1.0025972              0    -0.99122836              0
            0.6     -1.0384941              0     -1.0438907              0     -1.0330975              0
            0.8     -1.1176836              0     -1.1229374              0     -1.1124298              0
              1     -1.2607505              0     -1.2660709              0     -1.2554301              0
            1.2     -1.4582791              0      -1.463508              0     -1.4530502              0
            1.4      -1.757498              0     -1.7628969              0     -1.7520991              0
            1.6     -2.1433651              0     -2.1490583              0     -2.1376719              0
            1.8     -2.6744014              0     -2.6805198              0      -2.668283              0
              2     -3.4181043              0     -3.4255883              0     -3.4106203              0
            2.2     -4.4417852              0     -4.4492777              0     -4.4342927              0
            2.4     -5.9382565              0     -5.9468311              0     -5.9296819              0
            2.6     -8.2139016              0     -8.2239408              0     -8.2038624              0
            2.8     -12.206024              0     -12.217748              0       -12.1943              0
              3     -16.745175              0     -16.761792              0     -16.728558              0
            3.2    -0.62886295              0    -0.63402685              0    -0.62369905              0
            3.4  -0.0013295836              0  -0.0040855169              0   0.0014263497              0
            3.6    0.023848453              0    0.021980334              0    0.025716572              0
            3.8    0.018456577              0    0.017167583              0    0.019745571              0
              4    0.010290448              0   0.0093873897              0    0.011193506              0
            4.2   0.0057212946              0   0.0050811455              0   0.0063614437              0
            4.4   0.0033450135              0   0.0028554381              0   0.0038345889              0
            4.6   0.0014561879              0   0.0012355658              0     0.00167681              0
            4.8   0.0008693435              0  0.00063755224              0   0.0011011348              0
              5   0.0008693435              0  0.00063755224              0   0.0011011348              0
