#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.58747763              0    -0.59107711              0    -0.58387815              0
            0.2    -0.94453661              0    -0.94967763              0    -0.93939559              0
            0.4     -1.0011923              0     -1.0065215              0    -0.99586309              0
            0.6     -1.0314936              0     -1.0368371              0     -1.0261501              0
            0.8        -1.1056              0     -1.1109918              0     -1.1002082              0
              1     -1.2525575              0     -1.2578747              0     -1.2472403              0
            1.2     -1.4508038              0     -1.4560441              0     -1.4455635              0
            1.4     -1.7506354              0     -1.7571454              0     -1.7441254              0
            1.6     -2.1252795              0      -2.130989              0       -2.11957              0
            1.8     -2.6833759              0      -2.689777              0     -2.6769748              0
              2     -3.4170056              0     -3.4239113              0     -3.4100999              0
            2.2     -4.4477789              0     -4.4551153              0     -4.4404425              0
            2.4     -5.9400069              0      -5.948357              0     -5.9316568              0
            2.6      -8.223509              0      -8.233323              0      -8.213695              0
            2.8     -12.213755              0     -12.225464              0     -12.202046              0
              3     -16.759659              0     -16.776359              0     -16.742959              0
            3.2    -0.63049973              0    -0.63572825              0    -0.62527121              0
            3.4  -0.0021882964              0  -0.0050084458              0    0.000631853              0
            3.6     0.02537508              0    0.023436916              0    0.027313244              0
            3.8    0.017365502              0    0.016010728              0    0.018720276              0
              4    0.010052118              0   0.0090443778              0    0.011059858              0
            4.2   0.0057446591              0   0.0051246513              0   0.0063646668              0
            4.4   0.0036748974              0   0.0031415432              0   0.0042082516              0
            4.6   0.0014039269              0    0.001018637              0   0.0017892168              0
            4.8    0.001264039              0   0.0010395991              0   0.0014884789              0
              5    0.001264039              0   0.0010395991              0   0.0014884789              0
