# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.032000472              0   -0.032814065              0   -0.031186879              0
           -3.8    -0.04334095              0   -0.044273725              0   -0.042408175              0
           -3.6   -0.059055625              0   -0.060143912              0   -0.057967338              0
           -3.4   -0.079113977              0   -0.080332299              0   -0.077895655              0
           -3.2    -0.10581807              0    -0.10717933              0    -0.10445681              0
             -3    -0.14322777              0    -0.14478578              0    -0.14166976              0
           -2.8    -0.19794577              0    -0.19980219              0    -0.19608934              0
           -2.6    -0.27135486              0    -0.27352122              0     -0.2691885              0
           -2.4    -0.38574458              0    -0.38830952              0    -0.38317964              0
           -2.2    -0.53620704              0    -0.53912214              0    -0.53329194              0
             -2    -0.77789447              0    -0.78130836              0    -0.77448058              0
           -1.8     -1.1171652              0     -1.1212442              0     -1.1130862              0
           -1.6     -1.6521271              0     -1.6569302              0      -1.647324              0
           -1.4      -2.438956              0     -2.4446707              0     -2.4332413              0
           -1.2     -3.6278123              0     -3.6364132              0     -3.6192114              0
             -1     -4.2708581              0      -4.279157              0     -4.2625592              0
           -0.8     -4.2628242              0     -4.2707046              0     -4.2549438              0
           -0.6     -4.2503824              0     -4.2588745              0     -4.2418903              0
           -0.4       -4.20013              0     -4.2080487              0     -4.1922113              0
           -0.2     -4.1853274              0     -4.1933155              0     -4.1773393              0
              0      -4.175064              0     -4.1831575              0     -4.1669705              0
            0.2     -4.2099129              0      -4.217876              0     -4.2019498              0
            0.4      -4.239842              0     -4.2478539              0     -4.2318301              0
            0.6     -4.2787083              0     -4.2864983              0     -4.2709183              0
            0.8     -4.2886425              0     -4.2972397              0     -4.2800453              0
              1      -3.631722              0     -3.6398792              0     -3.6235648              0
            1.2     -2.4405125              0     -2.4463895              0     -2.4346355              0
            1.4      -1.662673              0     -1.6680834              0     -1.6572626              0
            1.6      -1.121304              0     -1.1253077              0     -1.1173003              0
            1.8    -0.77135209              0    -0.77510167              0    -0.76760251              0
              2    -0.54102021              0    -0.54439346              0    -0.53764696              0
            2.2    -0.38089051              0    -0.38355272              0     -0.3782283              0
            2.4    -0.27168638              0     -0.2739031              0    -0.26946966              0
            2.6    -0.19853321              0     -0.2004698              0    -0.19659662              0
            2.8    -0.14394118              0    -0.14563131              0    -0.14225105              0
              3    -0.10604383              0     -0.1074108              0    -0.10467686              0
            3.2   -0.077150447              0   -0.078360384              0    -0.07594051              0
            3.4   -0.055713304              0   -0.056775216              0   -0.054651392              0
            3.6   -0.044155833              0   -0.044992771              0   -0.043318895              0
            3.8   -0.031356536              0   -0.032126562              0    -0.03058651              0
              4   -0.031356536              0   -0.032126562              0    -0.03058651              0
