#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -8.8299647              0      -8.843849              0     -8.8160804              0
            0.2     -6.0026287              0     -6.0099858              0     -5.9952716              0
            0.4     -4.7365608              0     -4.7430211              0     -4.7301005              0
            0.6     -4.0312244              0     -4.0373877              0     -4.0250611              0
            0.8     -3.5958321              0     -3.6015778              0     -3.5900864              0
              1     -3.3498359              0     -3.3555277              0     -3.3441441              0
            1.2     -3.2306909              0     -3.2361523              0     -3.2252295              0
            1.4     -3.2139644              0     -3.2191983              0     -3.2087305              0
            1.6     -3.3126244              0     -3.3187776              0     -3.3064712              0
            1.8     -3.4643033              0     -3.4699164              0     -3.4586902              0
              2     -3.7119099              0      -3.717721              0     -3.7060988              0
            2.2     -4.0438684              0     -4.0501121              0     -4.0376247              0
            2.4     -4.3818151              0     -4.3887232              0      -4.374907              0
            2.6     -4.6404005              0     -4.6489287              0     -4.6318723              0
            2.8     -4.5992467              0     -4.6089512              0     -4.5895422              0
              3      -2.434336              0     -2.4461199              0     -2.4225521              0
            3.2      1.2161822              0      1.2092655              0      1.2230989              0
            3.4     0.48451408              0     0.47964653              0     0.48938163              0
            3.6     0.19723694              0     0.19382858              0      0.2006453              0
            3.8    0.092114842              0    0.089560872              0    0.094668812              0
              4    0.044647147              0    0.042785118              0    0.046509176              0
            4.2    0.020542792              0    0.019340459              0    0.021745126              0
            4.4    0.010628828              0   0.0097769319              0    0.011480724              0
            4.6   0.0063505323              0   0.0057670775              0   0.0069339871              0
            4.8   0.0031767383              0   0.0028552215              0   0.0034982551              0
              5   0.0031767383              0   0.0028552215              0   0.0034982551              0
