# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -8.7310526              0     -8.7431169              0     -8.7189883              0
            3.2     -49.233204              0     -49.255723              0     -49.210685              0
            3.4     -6.2787309              0     -6.2897686              0     -6.2676932              0
            3.6    -0.84623645              0     -0.8533342              0     -0.8391387              0
            3.8    -0.16835126              0    -0.17354847              0    -0.16315405              0
              4    -0.05577531              0   -0.059742544              0   -0.051808076              0
            4.2    -0.03006051              0    -0.03321794              0    -0.02690308              0
            4.4   -0.029319875              0   -0.031689465              0   -0.026950285              0
            4.6    -0.02747465              0   -0.029452674              0   -0.025496626              0
            4.8   -0.018910261              0   -0.020572426              0   -0.017248096              0
              5   -0.018910261              0   -0.020572426              0   -0.017248096              0
