#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340    -0.64612783              0    -0.64633641              0    -0.64591925              0
            360   -0.090060436              0   -0.090128478              0   -0.089992394              0
            380   -0.024707491              0   -0.024745174              0   -0.024669808              0
            400    -0.00513178              0  -0.0051549927              0  -0.0051085673              0
            420   0.0027166755              0   0.0026960054              0   0.0027373456              0
            440   0.0060408545              0    0.006016921              0    0.006064788              0
            460   0.0073172568              0   0.0072895009              0   0.0073450127              0
            480   0.0075617343              0   0.0075318541              0   0.0075916145              0
            500   0.0073484881              0   0.0073176019              0   0.0073793743              0
            520   0.0069263332              0   0.0068952664              0      0.0069574              0
            540    0.006380341              0   0.0063498373              0   0.0064108447              0
            560   0.0058509761              0   0.0058212831              0   0.0058806691              0
            580   0.0053155696              0   0.0052867643              0   0.0053443749              0
            600   0.0048334987              0   0.0048056108              0   0.0048613866              0
            620   0.0043055415              0   0.0042786827              0   0.0043324003              0
            640   0.0039123014              0   0.0038862044              0   0.0039383984              0
            660    0.003480799              0   0.0034559053              0   0.0035056927              0
            680   0.0032100023              0      0.0031854              0   0.0032346046              0
            700   0.0028942355              0   0.0028698616              0   0.0029186094              0
            720   0.0025968938              0   0.0025733479              0   0.0026204397              0
            740   0.0023110878              0   0.0022885539              0   0.0023336217              0
            760   0.0021532514              0   0.0021301334              0   0.0021763694              0
            780   0.0019324956              0    0.001909522              0   0.0019554692              0
            800   0.0017201168              0   0.0016974437              0   0.0017427899              0
            820    0.001586224              0   0.0015629893              0   0.0016094587              0
            840   0.0014828839              0   0.0014582769              0   0.0015074909              0
            860    0.001362879              0   0.0013391641              0   0.0013865939              0
            880   0.0012036115              0   0.0011808765              0   0.0012263465              0
            900   0.0010933679              0   0.0010703408              0    0.001116395              0
            920   0.0010322554              0   0.0010067754              0   0.0010577354              0
            940  0.00095518792              0  0.00092935993              0  0.00098101591              0
            960  0.00080455508              0   0.0007805098              0  0.00082860036              0
            980  0.00074595018              0  0.00072166529              0  0.00077023507              0
           1000  0.00074595018              0  0.00072166529              0  0.00077023507              0
