#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.000588106              0  0.00047414834              0  0.00070206366              0
           -3.8   0.0013792769              0   0.0011702803              0   0.0015882735              0
           -3.6   0.0022605549              0   0.0019171087              0   0.0026040011              0
           -3.4   0.0038940191              0   0.0033646824              0   0.0044233558              0
           -3.2   0.0048183368              0   0.0043456688              0   0.0052910048              0
             -3   0.0080284649              0   0.0073727809              0   0.0086841489              0
           -2.8    0.013503769              0     0.01262463              0    0.014382908              0
           -2.6    0.017681453              0    0.016720994              0    0.018641912              0
           -2.4    0.026526384              0    0.025432959              0    0.027619809              0
           -2.2     0.03870086              0    0.037245788              0    0.040155932              0
             -2    0.050466991              0    0.048871984              0    0.052061998              0
           -1.8    0.060184584              0    0.058178083              0    0.062191085              0
           -1.6    0.060123898              0    0.057672455              0    0.062575341              0
           -1.4    0.019233382              0    0.016271266              0    0.022195498              0
           -1.2    -0.11014963              0    -0.11381349              0    -0.10648577              0
             -1    -0.45867027              0    -0.46310455              0    -0.45423599              0
           -0.8     -1.2530794              0     -1.2586119              0     -1.2475469              0
           -0.6     -3.0330634              0     -3.0400353              0     -3.0260915              0
           -0.4     -7.0470205              0      -7.056332              0      -7.037709              0
           -0.2     -21.167372              0      -21.18401              0     -21.150734              0
              0     -21.166108              0      -21.18236              0     -21.149856              0
            0.2     -7.0520664              0      -7.061098              0     -7.0430348              0
            0.4     -3.0147974              0     -3.0221404              0     -3.0074544              0
            0.6     -1.2547881              0     -1.2603288              0     -1.2492474              0
            0.8    -0.45239617              0    -0.45688632              0    -0.44790602              0
              1    -0.11952904              0    -0.12307572              0    -0.11598236              0
            1.2    0.015515618              0    0.012566654              0    0.018464582              0
            1.4    0.058447562              0    0.056099307              0    0.060795817              0
            1.6      0.0643104              0    0.062188013              0    0.066432787              0
            1.8      0.0534152              0    0.051604078              0    0.055226322              0
              2    0.039484176              0    0.038069926              0    0.040898425              0
            2.2    0.030484661              0    0.029152623              0    0.031816699              0
            2.4    0.018721527              0    0.017708263              0    0.019734791              0
            2.6    0.014553389              0     0.01357115              0    0.015535628              0
            2.8   0.0079229212              0   0.0072761059              0   0.0085697365              0
              3   0.0057655293              0   0.0051688395              0   0.0063622191              0
            3.2   0.0037576821              0   0.0033057999              0   0.0042095643              0
            3.4   0.0020565104              0   0.0016753874              0   0.0024376335              0
            3.6   0.0018708735              0   0.0015910195              0   0.0021507275              0
            3.8   0.0010321281              0  0.00082421712              0   0.0012400391              0
              4   0.0010321281              0  0.00082421712              0   0.0012400391              0
