#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0013843775              0   0.0011817882              0   0.0015869668              0
           -3.8  -0.0022292548              0  -0.0026887505              0  -0.0017697591              0
           -3.6   -0.096660526              0   -0.097882197              0   -0.095438855              0
           -3.4     -1.0541476              0     -1.0575445              0     -1.0507507              0
           -3.2     -1.9282174              0     -1.9328198              0      -1.923615              0
             -3     -2.1018575              0     -2.1069002              0     -2.0968148              0
           -2.8     -2.0932771              0      -2.098357              0     -2.0881972              0
           -2.6     -2.0764723              0      -2.082613              0     -2.0703316              0
           -2.4      -2.030348              0     -2.0360327              0     -2.0246633              0
           -2.2     -1.9971208              0     -2.0025407              0     -1.9917009              0
             -2     -1.9616895              0     -1.9670803              0     -1.9562987              0
           -1.8     -1.9608439              0      -1.966721              0     -1.9549668              0
           -1.6     -1.9343432              0     -1.9398941              0     -1.9287923              0
           -1.4     -1.9396831              0     -1.9456562              0       -1.93371              0
           -1.2     -1.9285277              0      -1.934324              0     -1.9227314              0
             -1     -1.9283087              0     -1.9340868              0     -1.9225306              0
           -0.8     -1.9277126              0     -1.9332697              0     -1.9221555              0
           -0.6     -1.9251939              0     -1.9307006              0     -1.9196872              0
           -0.4      -1.912607              0     -1.9187381              0     -1.9064759              0
           -0.2     -1.9252028              0     -1.9309704              0     -1.9194352              0
              0     -1.9263562              0     -1.9321888              0     -1.9205236              0
            0.2     -1.9179115              0     -1.9235544              0     -1.9122686              0
            0.4     -1.9146964              0     -1.9203174              0     -1.9090754              0
            0.6     -1.9163824              0     -1.9225418              0      -1.910223              0
            0.8      -1.933954              0     -1.9399748              0     -1.9279332              0
              1      -1.938762              0     -1.9445299              0     -1.9329941              0
            1.2     -1.9278517              0     -1.9336291              0     -1.9220743              0
            1.4     -1.9509763              0     -1.9571062              0     -1.9448464              0
            1.6     -1.9645752              0     -1.9702861              0     -1.9588643              0
            1.8     -1.9833294              0      -1.988876              0     -1.9777828              0
              2     -2.0096255              0     -2.0151126              0     -2.0041384              0
            2.2     -2.0434952              0     -2.0493412              0     -2.0376492              0
            2.4     -2.0704433              0        -2.0762              0     -2.0646866              0
            2.6     -2.0985878              0     -2.1037639              0     -2.0934117              0
            2.8     -2.0894769              0     -2.0957272              0     -2.0832266              0
              3     -1.9422838              0     -1.9472004              0     -1.9373672              0
            3.2     -1.0502739              0     -1.0535647              0     -1.0469831              0
            3.4   -0.099871855              0    -0.10104329              0   -0.098700425              0
            3.6  -0.0020881952              0  -0.0025461174              0   -0.001630273              0
            3.8   0.0020771238              0   0.0018642645              0   0.0022899831              0
              4   0.0020771238              0   0.0018642645              0   0.0022899831              0
