#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00082095569  0.00041045732  0.00050164204  0.00025890277  0.00090399653  0.00045289804
           -3.8    0.018284361   0.0020846982    0.016716881   0.0019120014    0.019407315   0.0021936512
           -3.6     0.10735018   0.0047928245    0.094104487   0.0042403628     0.11837823   0.0055869365
           -3.4     0.46196417    0.010066038     0.40511473   0.0088036019      0.5109834     0.01171799
           -3.2      1.3030996    0.016718062      1.1581843    0.014899048       1.413233     0.01923548
             -3      3.1727166    0.025973416      2.8262182    0.023138501      3.4415087    0.029341977
           -2.8      6.5705182    0.037234179       5.869344     0.03337607      7.1197189    0.042385281
           -2.6      11.998189    0.050114292      10.740287    0.044823019      12.995371    0.055869832
           -2.4      19.719398    0.063907016      17.679205    0.057350767      21.354689    0.071067803
           -2.2      30.138204     0.07873424      27.081862    0.088991577       32.56097     0.14889659
             -2      43.073723    0.093759847      38.615368    0.084125483      46.794218     0.10396358
           -1.8      57.743659     0.10808402      51.752897    0.096977497      62.800827     0.11978464
           -1.6      74.063295     0.12188402      66.331571     0.10931366      80.689606     0.13534479
           -1.4      91.069836     0.13455878      81.552817       0.120693      99.267611     0.14924986
           -1.2      108.11746     0.14599362      96.779079     0.13105824      117.93219     0.16258856
             -1      123.96209     0.15573011      110.86175      0.1395613       135.4062     0.17300869
           -0.8      138.01577     0.16379966      123.38645     0.14663435      150.83725      0.1817473
           -0.6      149.40047     0.16995819      133.56729     0.15238581      163.24893     0.18944982
           -0.4      157.79264     0.17432228      140.99132     0.15627923      172.56808     0.19435167
           -0.2      161.15958     0.17603654      143.97725     0.15753316      176.28258     0.19556897
              0       161.5331     0.17621226      144.32768     0.15805134      176.66177     0.19686213
            0.2      157.65698     0.17425459      140.86868     0.15599541      172.42724     0.19364169
            0.4      149.14828      0.1698293      133.30098     0.15215676      163.05864     0.18903965
            0.6      138.47636      0.1640471      123.84125     0.14697151      151.26217     0.18214304
            0.8      124.24494     0.15589718      111.13427     0.13991267      135.66984     0.17394309
              1      108.14681     0.14603777      96.814098     0.13187579      117.94429     0.16567048
            1.2      91.118952     0.13457861      81.585929     0.12076465      99.338579     0.14942101
            1.4      73.906141     0.12177584      66.225407     0.10938412       80.45345      0.1355279
            1.6      57.796179     0.10814155      51.805439    0.097124371      62.850112     0.12022827
            1.8      42.748748    0.093425385       38.32623    0.083879944      46.431712     0.10366173
              2      30.098135    0.078681594      26.976414    0.070585036      32.671126    0.087183367
            2.2      19.777441    0.064048804      17.723697    0.057423011      21.434168    0.071102839
            2.4      11.998285    0.050112942      10.731419     0.04486757      13.014917    0.056073905
            2.6      6.5944779    0.037300731      5.8982299    0.033413671      7.1295675    0.042058405
            2.8      3.1689178    0.025974294        2.82205    0.023134705      3.4390376    0.029326667
              3       1.312068    0.016900883      1.1607802    0.014943207      1.4336309    0.019349231
            3.2     0.42586235   0.0096072022     0.37522672   0.0084570407     0.46637621    0.011108208
            3.4     0.11563251   0.0050296755     0.10148802   0.0044344353     0.12701051   0.0058059728
            3.6    0.017855786    0.001979145    0.016087172   0.0018054797     0.01886202   0.0021620473
            3.8   0.0016419114  0.00064899001   0.0015245699  0.00061427479   0.0017223675  0.00063169769
              4   0.0016419114  0.00064899001   0.0015245699  0.00061427479   0.0017223675  0.00063169769
