#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.6244729    0.034094984      4.9500045    0.030109001      6.3423661    0.039039527
            0.2      16.296841    0.057683256      14.409596    0.051174429      18.251377    0.065106813
            0.4      26.286074    0.073089599      23.287634    0.064955543      29.342005    0.082195167
            0.6      35.159103    0.084364183      31.201894    0.075088645      39.133342     0.09458478
            0.8      43.251707    0.093414316      38.402831    0.083169601      48.078696     0.10454515
              1      51.050611      0.1013271      45.367663    0.090329661      56.641611     0.11336998
            1.2      59.410696     0.10911512      52.847378    0.097336217      65.790621     0.12174231
            1.4       69.34517     0.11766569      61.739447     0.10507703      76.638771     0.13120738
            1.6      81.807106     0.12746638      72.891716     0.11385928      90.244875     0.14168039
            1.8      99.592188     0.14012557      88.866126     0.12532558      109.55566     0.15541214
              2      123.72864     0.15536348      110.58786     0.13935368      135.65592     0.17253255
            2.2      158.86558     0.17467798      142.27203     0.15713472      173.52142      0.1940026
            2.4      209.36582     0.19824835      187.94279     0.17896629      227.63275     0.22044673
            2.6      280.64568     0.22575467      252.59848     0.20380477      303.58207     0.24835803
            2.8      369.83235     0.25372025      333.66331       0.229477      398.13772      0.2787512
              3       410.8205     0.26495996      370.84522     0.24013041      441.31287      0.2937992
            3.2      165.70544     0.17909645      147.35141     0.16813379       181.2386     0.23556401
            3.4      73.166498     0.12199209       63.96449     0.10643553      81.685974     0.14123426
            3.6       35.65148    0.086229355      30.698688    0.074019918      40.518831      0.1019289
            3.8      18.362674    0.062661474      15.567317    0.052787702      21.257368     0.07527263
              4      9.8547764    0.046698003      8.2336108     0.03867372      11.602469    0.057157349
            4.2       5.491435    0.035692788       4.528728    0.029101455       6.563511    0.044446226
            4.4      3.0705876    0.027386452      2.5008767    0.022025345      3.7225304    0.034785868
            4.6      1.7199399    0.021030647      1.3837754    0.016689102        2.11529    0.026906404
            4.8     0.98106323    0.016552346     0.77742783    0.012904936      1.2292559    0.021713797
              5     0.98106323    0.016552346     0.77742783    0.012904936      1.2292559    0.021713797
