# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.96136     0.15115135      103.78258     0.13546689      126.19134     0.16815658
            0.2      114.79394     0.15036801      102.70836     0.13486839      124.98727     0.16772885
            0.4      113.38917     0.14943969      101.39583     0.13376041      123.60298     0.16595966
            0.6      112.28373     0.14868363      100.39109     0.13319303       122.4702     0.16536876
            0.8      112.45687     0.14873962      100.51998     0.13318509      122.74157     0.16518518
              1      113.95599     0.14966864      101.84449     0.13462265      124.43675     0.16815168
            1.2      117.25535     0.15170056      104.77292     0.13587229      128.11451     0.16882841
            1.4      122.29528     0.15472198      109.31117     0.13898788      133.59569     0.17326243
            1.6      129.54347     0.15900177      115.72886     0.14229181      141.67568     0.17658086
            1.8      139.93732     0.16488809      125.07806     0.14815195      152.95646     0.18512982
              2      153.68538     0.17228086        137.392     0.15438685      167.98388     0.19167324
            2.2      171.01878     0.18109226      152.90344     0.16221219       186.9467      0.2011236
            2.4      193.06502     0.19147571      172.76312     0.17196725      210.79773     0.21371116
            2.6      218.79404      0.2027386      195.86612      0.1818768      238.73965     0.22552747
            2.8      244.25494     0.21309344      218.85593     0.19866795      266.10162     0.26594828
              3      183.48504     0.18736239       164.4105     0.16807662      199.85348     0.20816895
            3.2      183.48504     0.18736239       164.4105     0.16807662      199.85348     0.20816895
