#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      44.932702    0.095595545      39.399646     0.08400064      50.748561     0.10927198
            0.2      45.746075    0.096362254      40.148792    0.084774589      51.589827     0.10996612
            0.4      47.078934    0.097747194      41.371923    0.086071342      52.985161     0.11124974
            0.6      49.569002     0.10021467      43.684637     0.10358981      55.530967     0.16561566
            0.8      53.378973     0.10389381      47.046664    0.091745759       59.79483     0.11757245
              1      58.607334     0.10870707      51.775336    0.096302627       65.42011     0.12280549
            1.2      66.310868      0.1154073       58.67001     0.10236291      73.828854     0.13002191
            1.4      77.306223     0.12429876      68.534619     0.11043258      85.784574     0.13947968
            1.6      92.136371     0.13523393      81.845197     0.12059921      101.88626     0.15203881
            1.8       113.7692     0.14950387      101.26316     0.13329301      125.36795     0.16649605
              2      144.86693     0.16753537      129.21755     0.15005282      159.01453     0.18744161
            2.2      189.04598     0.18944022      168.98158     0.16965434       206.6571     0.20992577
            2.4      252.20585     0.21568027      226.03691     0.19439318      274.32649     0.24120886
            2.6      336.96927     0.24442379      302.74198     0.21997166      364.78309     0.27014614
            2.8      433.29859     0.27086532       390.3198     0.24449957      466.69757     0.30032163
              3      350.95335     0.24914054      316.68665     0.22530113      376.77963     0.27665281
            3.2      350.95335     0.24914054      316.68665     0.22530113      376.77963     0.27665281
