#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0057466898   0.0011240837   0.0053893918   0.0010750139   0.0059043962   0.0011142345
           -3.8    0.035095856   0.0027303759    0.032617633   0.0025455007      0.0358847   0.0027776991
           -3.6     0.15700778   0.0057057702     0.14395033    0.005259518     0.16244536   0.0060006326
           -3.4     0.50948832    0.010307212     0.46437102   0.0094159841     0.53254996    0.011063455
           -3.2      1.3238918    0.016544941      1.2091347    0.015264559      1.3829931    0.018253924
             -3      3.0855961    0.025265535      2.8109289    0.023252567      3.2479553    0.028045274
           -2.8       6.205152    0.035761767      5.6293706    0.032519542      6.5895701    0.038775928
           -2.6      11.271445    0.048155697      10.213488    0.043727454      12.016932    0.052442322
           -2.4      18.311189    0.061259735      16.565794    0.055553118      19.600547    0.066803244
           -2.2      28.245733    0.075904458      25.490537    0.068648135       30.38377    0.083127045
             -2      40.530861    0.090702654      36.542011    0.082024367      43.695986     0.10003177
           -1.8      55.054228     0.10538794       49.51402    0.095044697       59.60654        0.11627
           -1.6      71.743669     0.11985932      64.428839     0.10785535      77.875507     0.13240687
           -1.4      89.214689     0.13316728      79.965491     0.11964334       97.12082     0.14770038
           -1.2      107.09795     0.14536619      95.833476     0.13028912      116.87209     0.16140328
             -1      124.44359     0.15614324      111.24988     0.13994748      135.98419     0.17413912
           -0.8      140.22082     0.16516866      125.19271     0.14765718       153.4946     0.18389946
           -0.6      152.71559     0.17193997      136.28859     0.16280084       167.2361     0.22639949
           -0.4      161.68549     0.17661234      144.17328      0.1577051         177.28     0.19720598
           -0.2      166.27006     0.17891132       148.1737     0.15968112      182.45637     0.19998147
              0      166.43101     0.17900295      148.34049      0.1600344       182.5858     0.20083201
            0.2      161.69117     0.17657383      144.17468      0.1581128      177.28034     0.19871927
            0.4      152.64273     0.17190089         136.14     0.15355375      167.33581     0.19173579
            0.6      140.29585     0.16518616      125.24852     0.14792559      153.60542     0.18444294
            0.8      124.68038     0.15627247      111.44288     0.13997093      136.27168     0.17410734
              1      107.16651      0.1454332      95.938755     0.13063637      116.86888     0.16243422
            1.2      89.169277     0.13312127      79.913012     0.11957324      97.098586     0.14749434
            1.4      71.370264     0.11956172      64.105632     0.10819179      77.437086     0.13448067
            1.6      55.248632      0.1055589      49.710226    0.095180818      59.781916     0.11624551
            1.8      40.375928    0.090524645      36.387248    0.081891891      43.556391    0.099769657
              2      28.048024    0.075646428      25.320551    0.068487952      30.155476    0.082939519
            2.2      18.439348    0.061452839      16.677039    0.055798474      19.748962    0.067327403
            2.4      11.213211     0.04801783      10.149368     0.04356626      11.974423    0.052373493
            2.6      6.1577801     0.03562706      5.5887469    0.032412878      6.5327127    0.038789769
            2.8      3.0775011    0.025211053      2.7961988    0.022981098      3.2514459    0.027382582
              3      1.3332956     0.01661983      1.2127506    0.015152002      1.4034787    0.017918924
            3.2     0.50550766    0.010233725     0.46286584   0.0094003812     0.52453125    0.010861817
            3.4     0.15823921   0.0057131251     0.14674843    0.005353185     0.16188719     0.00585583
            3.6    0.036532528   0.0027686678     0.03448225   0.0026267581    0.037081546   0.0027980324
            3.8   0.0059519288   0.0011051902   0.0055596264   0.0010403238   0.0060259556    0.001120326
              4   0.0059519288   0.0011051902   0.0055596264   0.0010403238   0.0060259556    0.001120326
