#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0088313    0.028747889       3.608258    0.025951917      4.3303275    0.031557481
           -3.8      5.8339973     0.03464001      5.2528654    0.031251111      6.3003518    0.037937377
           -3.6      8.3610893    0.041471729      7.5312273    0.037585241      9.0238436    0.046088896
           -3.4      11.878673    0.049362263      10.700348    0.044600062      12.821256    0.054182557
           -3.2      16.331723    0.057825302      14.699357    0.052193162      17.656951    0.063519291
             -3      22.078222    0.067169055      19.866989    0.060555236      23.882699    0.073725968
           -2.8      29.184271     0.07712395       26.26514    0.069657322      31.571494      0.0852984
           -2.6      37.565936    0.087308967      33.763621    0.078660746      40.733042    0.096037933
           -2.4      46.847885    0.097326334      42.079764     0.08758822      50.855769     0.10719093
           -2.2      56.755069     0.10690352      50.939503    0.096131973      61.684969      0.1178422
             -2      66.691517     0.11565055      59.816922     0.10402972      72.555097     0.12813265
           -1.8      76.398509     0.12353197      68.437887     0.11094975      83.263396     0.13709967
           -1.6       85.24559     0.13026284       76.29595     0.11678132      93.015884      0.1444038
           -1.4      92.036955     0.13522456      82.302768     0.12107072      100.52407     0.15010327
           -1.2      97.527058     0.13906407       87.15754     0.12445019      106.59086     0.15470709
             -1      100.82555      0.1413354      90.064382     0.12665327      110.24661     0.15825931
           -0.8      102.67689     0.14262618      91.605618      0.1273559      112.44309     0.15891494
           -0.6      103.28551     0.14307672      92.178181     0.13864015      113.01138     0.19987372
           -0.4      103.05047      0.1429836      91.873253     0.12765813       112.9226     0.16011927
           -0.2      102.96108     0.14288695      91.761528     0.12752155      112.88063     0.15977113
              0      103.02809     0.14297431      91.840787     0.12796222      112.91076     0.16111143
            0.2      103.17347     0.14300166      91.995606     0.12816308      113.02999     0.16152348
            0.4       103.0366     0.14288734      91.876554     0.12763084      112.90145     0.15984115
            0.6      102.73549     0.14264921      91.667277     0.12774524      112.49832     0.15976075
            0.8      101.01007     0.14144819      90.175144     0.12640689      110.54991     0.15737358
              1       97.66951     0.13915396      87.265863     0.12468884      106.78381     0.15553449
            1.2      92.131681     0.13528019      82.416483      0.1212112      100.58191     0.15033091
            1.4      84.917373     0.13003831      76.013622     0.11678606      92.634654     0.14488278
            1.6      76.253652     0.12342486      68.327432     0.11138713      83.067185     0.13893543
            1.8      66.847961     0.11578199      59.951653     0.10403773      72.735222     0.12799552
              2      56.679627     0.10681943      50.891685    0.096294522      61.565189     0.11829934
            2.2      46.662692    0.097147511      41.925537    0.087466159      50.627565     0.10697509
            2.4      37.445254    0.087187457      33.662362     0.07856996      40.591082    0.095953419
            2.6      29.210829    0.077126506      26.265436    0.069508993      31.644357    0.084789127
            2.8      22.147297    0.067258491      19.918881    0.060666474      23.977964    0.073968639
              3      16.261876    0.057729502      14.643687    0.052115479      17.565241    0.063573897
            3.2      11.836285    0.049265336      10.648673    0.044434766      12.801401    0.054139608
            3.4      8.4233124    0.041603462      7.5858257    0.037537606      9.0940366    0.045579558
            3.6      5.8689582     0.03474023      5.2852232    0.031342808      6.3365936    0.038031308
            3.8      4.0712461    0.028942498       3.667635    0.026139482      4.3905505    0.031681639
              4      4.0712461    0.028942498       3.667635    0.026139482      4.3905505    0.031681639
