#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2945985    0.029960298      3.8043293    0.026552226       4.765988    0.033773776
           -3.8      6.2739586    0.036228355      5.5535339    0.032079409      6.9714933    0.040911151
           -3.6      8.9561265    0.043143838      7.9422902    0.038300892      9.9210166    0.048547222
           -3.4      12.455156    0.050847383      11.056901    0.045215206      13.775329    0.057144943
           -3.2      17.240958    0.059682133      15.309203    0.053075717      19.061251    0.067051265
             -3      23.044118    0.068839238       20.47597    0.061255505      25.446384    0.077109333
           -2.8       30.45045    0.079016878      27.086515    0.070361905      33.564905    0.088420017
           -2.6      38.934117    0.089097384      34.673878    0.079483337      42.840888    0.099700605
           -2.4      48.466192    0.099137994      43.202467    0.088505313      53.246453     0.11049816
           -2.2      58.309381     0.10846567      52.033378    0.096981951      63.944318     0.12089962
             -2       68.52749      0.1172624      61.199991      0.1050384       75.04903     0.13090556
           -1.8      77.720015     0.12463969      69.466438     0.11177585      84.983183     0.13926382
           -1.6      85.768408     0.13067335      76.717737     0.11708743      93.648607     0.14525269
           -1.4      92.373792     0.13540536      82.686714     0.12141026      100.71529     0.15012411
           -1.2      97.084344     0.13864383      86.944917     0.12435655      105.73856     0.15353008
             -1      99.437033     0.14026359      89.098493     0.12602662      108.17701     0.15577181
           -0.8      100.15506     0.14073792      89.816547     0.12639138      108.78485     0.15580774
           -0.6      100.35171     0.14090039      90.026556     0.12652518      108.89973     0.15562484
           -0.4      99.879872     0.14057167      89.631222     0.12669657       108.3179     0.15643103
           -0.2      99.290019     0.14017332      89.109678     0.12638486      107.65252     0.15642949
              0       99.28638     0.14017462      89.097551     0.12611457      107.66091     0.15542624
            0.2      99.897498      0.1405714      89.611886      0.1262814      108.40375     0.15544827
            0.4      100.48287       0.140961      90.115429     0.12665952      109.10833     0.15590036
            0.6      100.34677     0.14087074      89.973246      0.1265717      109.01487     0.15615888
            0.8      99.472855     0.14027462      89.152453     0.12640454      108.17287     0.15686781
              1      96.811507     0.13845188       86.70037     0.12421249      105.44239     0.15346027
            1.2      92.258804     0.13531427      82.588103     0.12190683      100.58388     0.15232125
            1.4      86.190314     0.13095312      77.124948     0.12910655      94.036921     0.18863634
            1.6      77.647621      0.1245744      69.392498     0.11150836      84.923761      0.1383154
            1.8      68.438161     0.11722922      61.137278     0.10497071      74.918089     0.13060782
              2      58.329454     0.10848657      52.054473    0.096986504      63.965497     0.12089756
            2.2      48.313138    0.099000024      43.075082    0.088611008      53.062267     0.11140157
            2.4      38.770885    0.088899174       34.51335    0.079348924      42.688673    0.099742009
            2.6      30.417335    0.078911294      27.058995     0.07029242      33.525291    0.088278837
            2.8      23.186255    0.069097718      20.599246    0.061449487       25.61131    0.077458749
              3      17.141243    0.059478365      15.226916    0.053039691      18.933677    0.067260774
            3.2      12.547851    0.050943625      11.134601    0.045275613      13.886104    0.057187787
            3.4      8.8702635    0.042961914      7.8689192    0.038234487      9.8201055    0.048975847
            3.6      6.2248469    0.036006717      5.5160472    0.031928885      6.9059485    0.040507571
            3.8      4.3116172    0.030015826      3.8216175    0.026618955      4.7816773    0.033855869
              4      4.3116172    0.030015826      3.8216175    0.026618955      4.7816773    0.033855869
